account_id,statement_month,months_on_book,days_past_due,balance,collections_contact_flag
A106407,2022-05-28,2,0,41149,0
A106407,2022-06-28,3,0,39278,0
A106407,2022-07-28,4,0,37408,0
A106407,2022-08-28,5,0,35537,0
A106407,2022-09-28,6,0,33667,0
A106407,2022-10-28,7,0,31797,0
A106407,2022-11-28,8,0,29926,0
A106407,2022-12-28,9,0,28056,0
A106407,2023-01-28,10,0,26185,0
A106407,2023-02-28,11,0,24315,0
A106407,2023-03-28,12,0,22445,0
A106407,2023-04-28,13,0,20574,0
A106407,2023-05-28,14,15,18704,0
A106407,2023-06-28,15,0,16833,0
A106407,2023-07-28,16,0,14963,0
A106407,2023-08-28,17,0,13092,0
A106407,2023-09-28,18,0,11222,0
A106407,2023-10-28,19,0,9352,0
A106407,2023-11-28,20,0,7481,0
A106407,2023-12-28,21,0,5611,0
A106407,2024-01-28,22,30,3740,1
A106407,2024-02-28,23,0,1870,0
A106407,2024-03-28,24,0,0,0
A106408,2024-02-28,1,0,135368,0
A106408,2024-03-28,2,0,129482,0
A106408,2024-04-28,3,0,123597,0
A106408,2024-05-28,4,0,117711,0
A106408,2024-06-28,5,0,111826,0
A106408,2024-07-28,6,0,105940,0
A106408,2024-08-28,7,0,100054,0
A106408,2024-09-28,8,0,94169,0
A106408,2024-10-28,9,0,88283,0
A106408,2024-11-28,10,0,82398,0
A106408,2024-12-28,11,0,76512,0
A106408,2025-01-28,12,0,70627,0
A106408,2025-02-28,13,0,64741,0
A106408,2025-03-28,14,0,58855,0
A106408,2025-04-28,15,0,52970,0
A106408,2025-05-28,16,0,47084,0
A106408,2025-06-28,17,0,41199,0
A106408,2025-07-28,18,0,35313,0
A106408,2025-08-28,19,0,29427,0
A106408,2025-09-28,20,0,23542,0
A106408,2025-10-28,21,0,17656,0
A106408,2025-11-28,22,0,11771,0
A106408,2025-12-28,23,0,5885,0
A106408,2026-01-28,24,0,0,0
A106409,2024-10-28,1,0,126004,0
A106409,2024-11-28,2,0,122404,0
A106409,2024-12-28,3,0,118804,0
A106409,2025-01-28,4,0,115204,0
A106409,2025-02-28,5,0,111604,0
A106409,2025-03-28,6,0,108004,0
A106409,2025-04-28,7,0,104404,0
A106409,2025-05-28,8,0,100803,1
A106409,2025-06-28,9,0,97203,0
A106409,2025-07-28,10,0,93603,0
A106409,2025-08-28,11,0,90003,0
A106409,2025-09-28,12,0,86403,0
A106409,2025-10-28,13,0,82803,0
A106409,2025-11-28,14,0,79203,0
A106409,2025-12-28,15,0,75602,0
A106409,2026-01-28,16,0,72002,1
A106409,2026-02-28,17,0,68402,0
A106409,2026-03-28,18,0,64802,0
A106410,2024-07-28,1,0,113546,0
A106410,2024-08-28,2,0,110302,0
A106410,2024-09-28,3,0,107058,0
A106410,2024-10-28,4,0,103814,0
A106410,2024-11-28,5,30,100570,1
A106410,2024-12-28,6,0,97325,0
A106410,2025-01-28,7,0,94081,0
A106410,2025-02-28,8,0,90837,0
A106410,2025-03-28,9,0,87593,0
A106410,2025-04-28,10,0,84349,0
A106410,2025-05-28,11,0,81104,0
A106410,2025-06-28,12,0,77860,0
A106410,2025-07-28,13,0,74616,0
A106410,2025-08-28,14,0,71372,0
A106410,2025-09-28,15,0,68128,0
A106410,2025-10-28,16,0,64883,0
A106410,2025-11-28,17,0,61639,0
A106410,2025-12-28,18,0,58395,0
A106410,2026-01-28,19,0,55151,0
A106410,2026-02-28,20,0,51907,0
A106410,2026-03-28,21,0,48662,0
A106411,2025-10-28,1,0,28497,0
A106411,2025-11-28,2,0,27258,0
A106411,2025-12-28,3,0,26019,0
A106411,2026-01-28,4,15,24780,0
A106411,2026-02-28,5,0,23541,0
A106411,2026-03-28,6,0,22302,0
A106412,2024-01-28,1,0,174488,0
A106412,2024-02-28,2,0,170775,0
A106412,2024-03-28,3,0,167063,0
A106412,2024-04-28,4,0,163350,0
A106412,2024-05-28,5,0,159638,0
A106412,2024-06-28,6,0,155925,0
A106412,2024-07-28,7,0,152213,0
A106412,2024-08-28,8,0,148500,0
A106412,2024-09-28,9,0,144788,0
A106412,2024-10-28,10,0,141075,0
A106412,2024-11-28,11,0,137363,0
A106412,2024-12-28,12,0,133650,0
A106412,2025-01-28,13,0,129938,0
A106412,2025-02-28,14,0,126225,0
A106412,2025-03-28,15,0,122513,0
A106412,2025-04-28,16,0,118800,0
A106412,2025-05-28,17,0,115088,0
A106412,2025-06-28,18,0,111375,0
A106412,2025-07-28,19,0,107663,0
A106412,2025-08-28,20,0,103950,0
A106412,2025-09-28,21,0,100238,0
A106412,2025-10-28,22,0,96525,0
A106412,2025-11-28,23,0,92813,0
A106412,2025-12-28,24,0,89100,0
A106413,2022-07-28,1,0,146212,0
A106413,2022-08-28,2,0,142035,0
A106413,2022-09-28,3,0,137857,0
A106413,2022-10-28,4,0,133680,0
A106413,2022-11-28,5,0,129502,0
A106413,2022-12-28,6,0,125325,0
A106413,2023-01-28,7,0,121147,0
A106413,2023-02-28,8,0,116970,0
A106413,2023-03-28,9,0,112792,0
A106413,2023-04-28,10,0,108615,0
A106413,2023-05-28,11,0,104437,0
A106413,2023-06-28,12,0,100260,0
A106413,2023-07-28,13,0,96082,0
A106413,2023-08-28,14,0,91905,0
A106413,2023-09-28,15,0,87727,0
A106413,2023-10-28,16,0,83550,0
A106413,2023-11-28,17,0,79372,0
A106413,2023-12-28,18,0,75195,0
A106413,2024-01-28,19,0,71017,0
A106413,2024-02-28,20,0,66840,0
A106413,2024-03-28,21,0,62662,0
A106413,2024-04-28,22,0,58484,0
A106413,2024-05-28,23,0,54307,0
A106413,2024-06-28,24,0,50130,0
A106414,2024-06-28,1,0,141450,0
A106414,2024-07-28,2,0,139458,0
A106414,2024-08-28,3,0,137466,0
A106414,2024-09-28,4,0,135473,0
A106414,2024-10-28,5,0,133481,0
A106414,2024-11-28,6,0,131489,0
A106414,2024-12-28,7,0,129497,0
A106414,2025-01-28,8,0,127504,0
A106414,2025-02-28,9,0,125512,0
A106414,2025-03-28,10,0,123520,0
A106414,2025-04-28,11,0,121528,0
A106414,2025-05-28,12,0,119535,0
A106414,2025-06-28,13,0,117543,0
A106414,2025-07-28,14,0,115551,0
A106414,2025-08-28,15,0,113559,0
A106414,2025-09-28,16,0,111566,0
A106414,2025-10-28,17,0,109574,0
A106414,2025-11-28,18,0,107582,0
A106414,2025-12-28,19,0,105589,0
A106414,2026-01-28,20,0,103597,0
A106414,2026-02-28,21,0,101605,0
A106414,2026-03-28,22,0,99613,0
A106415,2023-04-28,1,0,145740,0
A106415,2023-05-28,2,0,142639,0
A106415,2023-06-28,3,0,139538,0
A106415,2023-07-28,4,0,136437,0
A106415,2023-08-28,5,0,133336,0
A106415,2023-09-28,6,0,130235,0
A106415,2023-10-28,7,0,127135,0
A106415,2023-11-28,8,0,124034,1
A106415,2023-12-28,9,30,120933,1
A106415,2024-01-28,10,0,117832,0
A106415,2024-02-28,11,0,114731,0
A106415,2024-03-28,12,0,111630,0
A106415,2024-04-28,13,0,108529,0
A106415,2024-05-28,14,0,105429,0
A106415,2024-06-28,15,0,102328,0
A106415,2024-07-28,16,0,99227,0
A106415,2024-08-28,17,0,96126,0
A106415,2024-09-28,18,0,93025,0
A106415,2024-10-28,19,0,89924,0
A106415,2024-11-28,20,0,86823,0
A106415,2024-12-28,21,0,83723,0
A106415,2025-01-28,22,0,80622,0
A106415,2025-02-28,23,0,77521,0
A106415,2025-03-28,24,0,74420,0
A106416,2023-01-28,1,0,217500,0
A106416,2023-02-28,2,0,213814,0
A106416,2023-03-28,3,0,210127,0
A106416,2023-04-28,4,0,206441,0
A106416,2023-05-28,5,0,202754,0
A106416,2023-06-28,6,0,199068,0
A106416,2023-07-28,7,0,195381,0
A106416,2023-08-28,8,0,191695,0
A106416,2023-09-28,9,0,188008,0
A106416,2023-10-28,10,0,184322,0
A106416,2023-11-28,11,0,180636,0
A106416,2023-12-28,12,0,176949,0
A106416,2024-01-28,13,0,173263,0
A106416,2024-02-28,14,0,169576,0
A106416,2024-03-28,15,0,165890,0
A106416,2024-04-28,16,0,162203,0
A106416,2024-05-28,17,0,158517,0
A106416,2024-06-28,18,0,154830,0
A106416,2024-07-28,19,0,151144,0
A106416,2024-08-28,20,0,147458,0
A106416,2024-09-28,21,0,143771,0
A106416,2024-10-28,22,0,140085,0
A106416,2024-11-28,23,0,136398,0
A106416,2024-12-28,24,0,132712,0
A106417,2022-10-28,1,0,84548,0
A106417,2022-11-28,2,0,80872,0
A106417,2022-12-28,3,0,77196,0
A106417,2023-01-28,4,0,73520,0
A106417,2023-02-28,5,0,69844,0
A106417,2023-03-28,6,0,66168,0
A106417,2023-04-28,7,0,62491,0
A106417,2023-05-28,8,0,58816,0
A106417,2023-06-28,9,0,55140,0
A106417,2023-07-28,10,0,51463,0
A106417,2023-08-28,11,0,47788,0
A106417,2023-09-28,12,0,44112,0
A106417,2023-10-28,13,0,40436,0
A106417,2023-11-28,14,0,36760,0
A106417,2023-12-28,15,0,33084,0
A106417,2024-01-28,16,0,29408,0
A106417,2024-02-28,17,0,25731,0
A106417,2024-03-28,18,0,22056,0
A106417,2024-04-28,19,0,18380,0
A106417,2024-05-28,20,0,14703,0
A106417,2024-06-28,21,0,11028,0
A106417,2024-07-28,22,0,7352,0
A106417,2024-08-28,23,0,3675,0
A106417,2024-09-28,24,0,0,1
A106418,2025-12-28,1,0,698531,0
A106418,2026-01-28,2,0,678573,0
A106418,2026-02-28,3,0,658615,0
A106418,2026-03-28,4,0,638657,0
A106419,2025-05-28,1,0,148190,0
A106419,2025-06-28,2,0,143956,0
A106419,2025-07-28,3,0,139722,0
A106419,2025-08-28,4,0,135488,1
A106419,2025-09-28,5,0,131254,0
A106419,2025-10-28,6,30,127020,1
A106419,2025-11-28,7,30,122786,1
A106419,2025-12-28,8,30,118552,1
A106419,2026-01-28,9,30,114318,1
A106419,2026-02-28,10,30,110084,1
A106419,2026-03-28,11,30,105850,1
A106420,2024-04-28,1,0,406052,0
A106420,2024-05-28,2,0,397413,0
A106420,2024-06-28,3,0,388773,0
A106420,2024-07-28,4,0,380134,0
A106420,2024-08-28,5,0,371494,0
A106420,2024-09-28,6,0,362855,0
A106420,2024-10-28,7,0,354216,0
A106420,2024-11-28,8,0,345576,0
A106420,2024-12-28,9,0,336937,0
A106420,2025-01-28,10,0,328297,0
A106420,2025-02-28,11,0,319658,0
A106420,2025-03-28,12,0,311019,0
A106420,2025-04-28,13,0,302379,0
A106420,2025-05-28,14,0,293740,0
A106420,2025-06-28,15,0,285100,0
A106420,2025-07-28,16,0,276461,0
A106420,2025-08-28,17,0,267821,0
A106420,2025-09-28,18,0,259182,0
A106420,2025-10-28,19,0,250543,0
A106420,2025-11-28,20,0,241903,0
A106420,2025-12-28,21,0,233264,0
A106420,2026-01-28,22,0,224624,0
A106420,2026-02-28,23,0,215985,0
A106420,2026-03-28,24,0,207346,0
A106421,2022-07-28,1,0,231286,0
A106421,2022-08-28,2,0,226365,0
A106421,2022-09-28,3,0,221444,0
A106421,2022-10-28,4,0,216523,0
A106421,2022-11-28,5,0,211602,0
A106421,2022-12-28,6,0,206681,0
A106421,2023-01-28,7,0,201760,0
A106421,2023-02-28,8,0,196839,0
A106421,2023-03-28,9,0,191918,0
A106421,2023-04-28,10,0,186997,0
A106421,2023-05-28,11,0,182076,0
A106421,2023-06-28,12,0,177155,1
A106421,2023-07-28,13,0,172234,0
A106421,2023-08-28,14,0,167313,0
A106421,2023-09-28,15,0,162392,0
A106421,2023-10-28,16,0,157471,0
A106421,2023-11-28,17,0,152550,0
A106421,2023-12-28,18,0,147629,0
A106421,2024-01-28,19,0,142708,1
A106421,2024-02-28,20,0,137787,0
A106421,2024-03-28,21,15,132866,0
A106421,2024-04-28,22,0,127945,0
A106421,2024-05-28,23,0,123024,0
A106421,2024-06-28,24,0,118103,1
A106422,2023-03-28,1,0,56229,0
A106422,2023-04-28,2,0,53784,0
A106422,2023-05-28,3,0,51339,0
A106422,2023-06-28,4,0,48895,0
A106422,2023-07-28,5,0,46450,0
A106422,2023-08-28,6,0,44005,0
A106422,2023-09-28,7,0,41560,0
A106422,2023-10-28,8,0,39116,0
A106422,2023-11-28,9,0,36671,0
A106422,2023-12-28,10,0,34226,0
A106422,2024-01-28,11,0,31781,0
A106422,2024-02-28,12,15,29337,0
A106422,2024-03-28,13,0,26892,1
A106422,2024-04-28,14,0,24447,0
A106422,2024-05-28,15,0,22002,0
A106422,2024-06-28,16,0,19558,0
A106422,2024-07-28,17,0,17113,0
A106422,2024-08-28,18,0,14668,0
A106422,2024-09-28,19,0,12223,0
A106422,2024-10-28,20,0,9778,0
A106422,2024-11-28,21,0,7334,0
A106422,2024-12-28,22,0,4889,0
A106422,2025-01-28,23,15,2444,0
A106422,2025-02-28,24,0,0,0
A106423,2024-04-28,1,0,74564,1
A106423,2024-05-28,2,0,71322,0
A106423,2024-06-28,3,0,68080,0
A106423,2024-07-28,4,0,64838,1
A106423,2024-08-28,5,0,61596,0
A106423,2024-09-28,6,0,58354,0
A106423,2024-10-28,7,0,55112,0
A106423,2024-11-28,8,0,51870,0
A106423,2024-12-28,9,0,48628,0
A106423,2025-01-28,10,0,45386,0
A106423,2025-02-28,11,0,42144,0
A106423,2025-03-28,12,0,38903,0
A106423,2025-04-28,13,0,35661,0
A106423,2025-05-28,14,0,32419,0
A106423,2025-06-28,15,0,29177,0
A106423,2025-07-28,16,0,25935,0
A106423,2025-08-28,17,0,22693,0
A106423,2025-09-28,18,0,19451,1
A106423,2025-10-28,19,0,16209,0
A106423,2025-11-28,20,0,12967,0
A106423,2025-12-28,21,0,9725,0
A106423,2026-01-28,22,0,6483,0
A106423,2026-02-28,23,0,3241,0
A106423,2026-03-28,24,0,0,0
A106424,2023-09-28,1,0,513786,0
A106424,2023-10-28,2,0,502854,1
A106424,2023-11-28,3,0,491923,0
A106424,2023-12-28,4,30,480991,1
A106424,2024-01-28,5,90,470059,1
A106424,2024-02-28,6,120,459128,1
A106424,2024-03-28,7,150,448196,1
A106424,2024-04-28,8,180,437265,1
A106424,2024-05-28,9,180,426333,1
A106424,2024-06-28,10,180,415401,1
A106424,2024-07-28,11,180,404470,1
A106424,2024-08-28,12,180,393538,1
A106424,2024-09-28,13,180,382606,1
A106424,2024-10-28,14,180,371675,1
A106424,2024-11-28,15,180,360743,1
A106424,2024-12-28,16,180,349812,1
A106424,2025-01-28,17,180,338880,1
A106424,2025-02-28,18,180,327948,1
A106424,2025-03-28,19,180,317017,1
A106424,2025-04-28,20,180,306085,1
A106424,2025-05-28,21,180,295153,1
A106424,2025-06-28,22,180,284222,0
A106424,2025-07-28,23,180,273290,1
A106424,2025-08-28,24,180,262359,1
A106425,2025-07-28,1,0,247217,0
A106425,2025-08-28,2,0,240154,0
A106425,2025-09-28,3,0,233090,0
A106425,2025-10-28,4,0,226027,0
A106425,2025-11-28,5,0,218964,0
A106425,2025-12-28,6,0,211900,0
A106425,2026-01-28,7,0,204837,0
A106425,2026-02-28,8,0,197774,1
A106425,2026-03-28,9,0,190710,0
A106426,2024-02-28,1,0,25852,0
A106426,2024-03-28,2,0,24728,0
A106426,2024-04-28,3,0,23604,0
A106426,2024-05-28,4,0,22480,0
A106426,2024-06-28,5,0,21356,0
A106426,2024-07-28,6,0,20232,0
A106426,2024-08-28,7,0,19107,0
A106426,2024-09-28,8,0,17984,0
A106426,2024-10-28,9,0,16860,0
A106426,2024-11-28,10,0,15735,0
A106426,2024-12-28,11,0,14612,0
A106426,2025-01-28,12,0,13488,0
A106426,2025-02-28,13,0,12364,0
A106426,2025-03-28,14,0,11239,0
A106426,2025-04-28,15,0,10116,0
A106426,2025-05-28,16,0,8992,0
A106426,2025-06-28,17,0,7867,0
A106426,2025-07-28,18,0,6744,0
A106426,2025-08-28,19,0,5620,0
A106426,2025-09-28,20,0,4495,0
A106426,2025-10-28,21,0,3372,0
A106426,2025-11-28,22,0,2248,0
A106426,2025-12-28,23,0,1123,0
A106426,2026-01-28,24,0,0,0
A106427,2025-07-28,1,0,212668,0
A106427,2025-08-28,2,0,206592,0
A106427,2025-09-28,3,0,200516,0
A106427,2025-10-28,4,0,194440,0
A106427,2025-11-28,5,0,188363,0
A106427,2025-12-28,6,0,182287,0
A106427,2026-01-28,7,0,176211,0
A106427,2026-02-28,8,0,170135,0
A106427,2026-03-28,9,0,164058,0
A106428,2024-01-28,1,0,154848,1
A106428,2024-02-28,2,0,152667,0
A106428,2024-03-28,3,0,150486,0
A106428,2024-04-28,4,0,148305,0
A106428,2024-05-28,5,0,146124,0
A106428,2024-06-28,6,0,143943,0
A106428,2024-07-28,7,0,141762,0
A106428,2024-08-28,8,0,139581,0
A106428,2024-09-28,9,0,137400,0
A106428,2024-10-28,10,0,135219,0
A106428,2024-11-28,11,0,133038,0
A106428,2024-12-28,12,0,130857,0
A106428,2025-01-28,13,0,128676,0
A106428,2025-02-28,14,0,126495,0
A106428,2025-03-28,15,0,124314,0
A106428,2025-04-28,16,0,122133,0
A106428,2025-05-28,17,0,119952,0
A106428,2025-06-28,18,0,117771,0
A106428,2025-07-28,19,0,115590,0
A106428,2025-08-28,20,0,113409,0
A106428,2025-09-28,21,0,111228,0
A106428,2025-10-28,22,0,109047,0
A106428,2025-11-28,23,0,106866,0
A106428,2025-12-28,24,0,104686,0
A106429,2025-08-28,1,0,96917,0
A106429,2025-09-28,2,0,92703,1
A106429,2025-10-28,3,0,88489,0
A106429,2025-11-28,4,0,84275,0
A106429,2025-12-28,5,0,80062,0
A106429,2026-01-28,6,0,75848,0
A106429,2026-02-28,7,0,71634,0
A106429,2026-03-28,8,0,67420,0
A106430,2023-09-28,1,0,126728,0
A106430,2023-10-28,2,0,121218,0
A106430,2023-11-28,3,0,115708,0
A106430,2023-12-28,4,0,110198,0
A106430,2024-01-28,5,0,104688,0
A106430,2024-02-28,6,0,99178,0
A106430,2024-03-28,7,0,93668,0
A106430,2024-04-28,8,0,88158,0
A106430,2024-05-28,9,0,82648,0
A106430,2024-06-28,10,0,77138,0
A106430,2024-07-28,11,0,71628,0
A106430,2024-08-28,12,0,66119,0
A106430,2024-09-28,13,0,60609,0
A106430,2024-10-28,14,0,55099,0
A106430,2024-11-28,15,0,49589,0
A106430,2024-12-28,16,0,44079,0
A106430,2025-01-28,17,0,38569,0
A106430,2025-02-28,18,0,33059,0
A106430,2025-03-28,19,0,27549,0
A106430,2025-04-28,20,0,22039,1
A106430,2025-05-28,21,0,16529,0
A106430,2025-06-28,22,0,11019,0
A106430,2025-07-28,23,0,5509,0
A106430,2025-08-28,24,0,0,0
A106431,2022-09-28,1,0,101954,0
A106431,2022-10-28,2,30,100518,1
A106431,2022-11-28,3,0,99082,0
A106431,2022-12-28,4,0,97646,0
A106431,2023-01-28,5,0,96210,0
A106431,2023-02-28,6,0,94774,0
A106431,2023-03-28,7,0,93338,0
A106431,2023-04-28,8,0,91902,0
A106431,2023-05-28,9,0,90466,0
A106431,2023-06-28,10,0,89030,0
A106431,2023-07-28,11,0,87594,0
A106431,2023-08-28,12,0,86158,0
A106431,2023-09-28,13,30,84722,0
A106431,2023-10-28,14,0,83286,0
A106431,2023-11-28,15,0,81850,0
A106431,2023-12-28,16,0,80414,0
A106431,2024-01-28,17,0,78978,0
A106431,2024-02-28,18,0,77542,0
A106431,2024-03-28,19,0,76106,0
A106431,2024-04-28,20,0,74670,0
A106431,2024-05-28,21,0,73234,0
A106431,2024-06-28,22,0,71798,0
A106431,2024-07-28,23,0,70362,0
A106431,2024-08-28,24,0,68926,0
A106432,2023-12-28,1,0,31565,0
A106432,2024-01-28,2,0,30193,0
A106432,2024-02-28,3,0,28820,0
A106432,2024-03-28,4,0,27448,0
A106432,2024-04-28,5,0,26075,0
A106432,2024-05-28,6,0,24703,0
A106432,2024-06-28,7,0,23331,0
A106432,2024-07-28,8,0,21958,0
A106432,2024-08-28,9,0,20586,0
A106432,2024-09-28,10,0,19213,0
A106432,2024-10-28,11,0,17841,0
A106432,2024-11-28,12,0,16469,0
A106432,2024-12-28,13,0,15096,0
A106432,2025-01-28,14,0,13724,0
A106432,2025-02-28,15,0,12351,0
A106432,2025-03-28,16,0,10979,0
A106432,2025-04-28,17,0,9606,0
A106432,2025-05-28,18,0,8234,0
A106432,2025-06-28,19,0,6862,0
A106432,2025-07-28,20,0,5489,0
A106432,2025-08-28,21,0,4117,0
A106432,2025-09-28,22,0,2744,0
A106432,2025-10-28,23,0,1372,0
A106432,2025-11-28,24,0,0,0
A106433,2023-09-28,1,0,224992,0
A106433,2023-10-28,2,0,221823,0
A106433,2023-11-28,3,0,218654,0
A106433,2023-12-28,4,0,215485,0
A106433,2024-01-28,5,0,212316,0
A106433,2024-02-28,6,0,209147,0
A106433,2024-03-28,7,0,205978,0
A106433,2024-04-28,8,0,202809,0
A106433,2024-05-28,9,0,199640,0
A106433,2024-06-28,10,0,196471,0
A106433,2024-07-28,11,0,193303,0
A106433,2024-08-28,12,0,190134,0
A106433,2024-09-28,13,0,186965,0
A106433,2024-10-28,14,0,183796,0
A106433,2024-11-28,15,0,180627,0
A106433,2024-12-28,16,0,177458,0
A106433,2025-01-28,17,0,174289,0
A106433,2025-02-28,18,0,171120,0
A106433,2025-03-28,19,0,167951,0
A106433,2025-04-28,20,0,164782,0
A106433,2025-05-28,21,0,161614,0
A106433,2025-06-28,22,0,158445,0
A106433,2025-07-28,23,0,155276,0
A106433,2025-08-28,24,0,152107,0
A106434,2025-09-28,1,0,242377,0
A106434,2025-10-28,2,0,237220,0
A106434,2025-11-28,3,0,232063,0
A106434,2025-12-28,4,0,226906,0
A106434,2026-01-28,5,0,221749,0
A106434,2026-02-28,6,0,216592,0
A106434,2026-03-28,7,0,211435,0
A106435,2022-07-28,1,0,520806,0
A106435,2022-08-28,2,0,505926,1
A106435,2022-09-28,3,0,491046,0
A106435,2022-10-28,4,0,476166,0
A106435,2022-11-28,5,0,461286,0
A106435,2022-12-28,6,0,446405,0
A106435,2023-01-28,7,0,431525,0
A106435,2023-02-28,8,15,416645,0
A106435,2023-03-28,9,30,401765,1
A106435,2023-04-28,10,0,386885,0
A106435,2023-05-28,11,0,372004,0
A106435,2023-06-28,12,0,357124,0
A106435,2023-07-28,13,0,342244,0
A106435,2023-08-28,14,0,327364,0
A106435,2023-09-28,15,0,312484,0
A106435,2023-10-28,16,0,297603,0
A106435,2023-11-28,17,0,282723,0
A106435,2023-12-28,18,0,267843,0
A106435,2024-01-28,19,0,252963,0
A106435,2024-02-28,20,0,238083,0
A106435,2024-03-28,21,0,223202,0
A106435,2024-04-28,22,0,208322,0
A106435,2024-05-28,23,0,193442,0
A106435,2024-06-28,24,0,178562,0
A106436,2025-08-28,1,0,685075,0
A106436,2025-09-28,2,0,670499,0
A106436,2025-10-28,3,0,655923,0
A106436,2025-11-28,4,0,641347,0
A106436,2025-12-28,5,0,626771,0
A106436,2026-01-28,6,0,612195,0
A106436,2026-02-28,7,0,597619,0
A106436,2026-03-28,8,30,583043,1
A106437,2024-06-28,1,0,165384,0
A106437,2024-07-28,2,0,160659,0
A106437,2024-08-28,3,0,155934,0
A106437,2024-09-28,4,30,151208,1
A106437,2024-10-28,5,30,146483,1
A106437,2024-11-28,6,30,141758,1
A106437,2024-12-28,7,30,137033,1
A106437,2025-01-28,8,30,132307,1
A106437,2025-02-28,9,30,127582,1
A106437,2025-03-28,10,30,122857,1
A106437,2025-04-28,11,30,118131,1
A106437,2025-05-28,12,30,113406,1
A106437,2025-06-28,13,30,108681,1
A106437,2025-07-28,14,30,103956,0
A106437,2025-08-28,15,30,99230,1
A106437,2025-09-28,16,30,94505,1
A106437,2025-10-28,17,30,89780,1
A106437,2025-11-28,18,30,85055,1
A106437,2025-12-28,19,30,80329,1
A106437,2026-01-28,20,30,75604,1
A106437,2026-02-28,21,30,70879,0
A106437,2026-03-28,22,30,66153,1
A106438,2022-08-28,1,0,26566,0
A106438,2022-09-28,2,0,25411,0
A106438,2022-10-28,3,0,24256,0
A106438,2022-11-28,4,0,23101,0
A106438,2022-12-28,5,0,21946,0
A106438,2023-01-28,6,0,20791,0
A106438,2023-02-28,7,0,19636,0
A106438,2023-03-28,8,0,18481,0
A106438,2023-04-28,9,0,17326,0
A106438,2023-05-28,10,0,16171,0
A106438,2023-06-28,11,0,15016,0
A106438,2023-07-28,12,0,13861,0
A106438,2023-08-28,13,0,12705,0
A106438,2023-09-28,14,0,11550,0
A106438,2023-10-28,15,30,10395,1
A106438,2023-11-28,16,0,9240,0
A106438,2023-12-28,17,0,8085,0
A106438,2024-01-28,18,0,6930,0
A106438,2024-02-28,19,0,5775,0
A106438,2024-03-28,20,0,4620,0
A106438,2024-04-28,21,0,3465,0
A106438,2024-05-28,22,0,2310,0
A106438,2024-06-28,23,0,1155,0
A106438,2024-07-28,24,0,0,0
A106439,2024-03-28,1,0,246757,0
A106439,2024-04-28,2,0,241507,0
A106439,2024-05-28,3,0,236257,0
A106439,2024-06-28,4,0,231007,0
A106439,2024-07-28,5,0,225757,0
A106439,2024-08-28,6,0,220507,0
A106439,2024-09-28,7,0,215256,0
A106439,2024-10-28,8,0,210006,0
A106439,2024-11-28,9,0,204756,0
A106439,2024-12-28,10,0,199506,0
A106439,2025-01-28,11,0,194256,0
A106439,2025-02-28,12,0,189006,0
A106439,2025-03-28,13,0,183755,0
A106439,2025-04-28,14,0,178505,0
A106439,2025-05-28,15,0,173255,0
A106439,2025-06-28,16,0,168005,1
A106439,2025-07-28,17,0,162755,0
A106439,2025-08-28,18,0,157505,0
A106439,2025-09-28,19,0,152254,0
A106439,2025-10-28,20,0,147004,0
A106439,2025-11-28,21,0,141754,0
A106439,2025-12-28,22,0,136504,0
A106439,2026-01-28,23,0,131254,0
A106439,2026-02-28,24,0,126004,0
A106440,2022-06-28,1,0,71997,0
A106440,2022-07-28,2,0,68867,0
A106440,2022-08-28,3,0,65737,0
A106440,2022-09-28,4,0,62606,0
A106440,2022-10-28,5,0,59476,0
A106440,2022-11-28,6,0,56346,0
A106440,2022-12-28,7,0,53215,0
A106440,2023-01-28,8,0,50085,0
A106440,2023-02-28,9,0,46955,1
A106440,2023-03-28,10,0,43824,0
A106440,2023-04-28,11,0,40694,0
A106440,2023-05-28,12,0,37564,0
A106440,2023-06-28,13,0,34433,0
A106440,2023-07-28,14,0,31303,0
A106440,2023-08-28,15,0,28173,0
A106440,2023-09-28,16,0,25042,0
A106440,2023-10-28,17,30,21912,1
A106440,2023-11-28,18,0,18782,0
A106440,2023-12-28,19,0,15651,0
A106440,2024-01-28,20,0,12521,0
A106440,2024-02-28,21,0,9391,0
A106440,2024-03-28,22,15,6260,0
A106440,2024-04-28,23,0,3130,0
A106440,2024-05-28,24,0,0,0
A106441,2025-11-28,1,0,146847,0
A106441,2025-12-28,2,0,143723,0
A106441,2026-01-28,3,0,140598,0
A106441,2026-02-28,4,0,137474,0
A106441,2026-03-28,5,0,134349,0
A106442,2023-07-28,1,0,76778,0
A106442,2023-08-28,2,15,73440,0
A106442,2023-09-28,3,0,70102,0
A106442,2023-10-28,4,0,66764,0
A106442,2023-11-28,5,0,63425,0
A106442,2023-12-28,6,0,60087,0
A106442,2024-01-28,7,0,56749,0
A106442,2024-02-28,8,0,53411,0
A106442,2024-03-28,9,0,50073,0
A106442,2024-04-28,10,0,46734,0
A106442,2024-05-28,11,0,43396,0
A106442,2024-06-28,12,0,40058,0
A106442,2024-07-28,13,0,36720,0
A106442,2024-08-28,14,0,33382,0
A106442,2024-09-28,15,0,30043,0
A106442,2024-10-28,16,0,26705,0
A106442,2024-11-28,17,0,23367,1
A106442,2024-12-28,18,0,20029,0
A106442,2025-01-28,19,0,16691,0
A106442,2025-02-28,20,0,13352,0
A106442,2025-03-28,21,0,10014,0
