account_id,bureau_score,enquiries_6m,other_lenders
TH-102377,678,4,2
TH-101780,472,1,2
TH-101917,504,2,1
TH-102881,699,1,2
TH-100871,757,2,4
TH-101451,703,1,3
TH-101396,438,2,2
TH-104491,737,1,1
TH-104562,468,0,1
TH-102556,644,1,2
TH-102077,597,0,0
TH-104514,526,1,3
TH-100777,665,1,4
TH-100867,622,2,4
TH-100361,644,1,1
TH-101323,753,1,0
TH-102482,565,1,3
TH-103985,710,0,1
TH-101245,637,2,1
TH-102109,647,1,0
TH-104244,652,3,1
TH-100370,594,1,0
TH-100219,649,2,0
TH-103028,738,0,3
TH-100188,613,1,1
TH-104702,593,0,4
TH-103007,559,2,2
TH-102613,701,2,0
TH-102020,620,1,3
TH-104378,646,0,6
TH-103892,550,0,0
TH-102463,678,1,0
TH-104660,515,1,3
TH-102525,613,1,2
TH-100413,604,5,2
TH-102864,593,0,1
TH-103297,513,0,2
TH-101139,486,1,3
TH-101671,614,0,1
TH-103001,645,1,1
TH-100632,606,2,1
TH-100828,705,0,0
TH-102456,596,1,1
TH-101529,566,0,4
TH-104120,579,1,2
TH-101328,687,1,3
TH-104437,678,0,0
TH-102002,576,0,0
TH-102301,624,3,2
TH-102978,698,1,1
TH-102452,703,4,1
TH-104900,677,1,2
TH-104153,433,1,2
TH-104360,612,1,1
TH-104934,602,1,3
TH-104041,714,0,1
TH-104794,617,1,4
TH-103311,537,0,2
TH-100459,635,0,1
TH-102560,574,2,1
TH-103089,628,2,4
TH-100464,611,2,3
TH-104283,604,2,2
TH-104957,790,1,2
TH-103999,673,1,2
TH-103933,576,0,1
TH-100829,640,1,3
TH-100453,440,1,0
TH-100944,557,2,2
TH-101458,500,1,3
TH-102170,616,2,2
TH-103358,754,1,1
TH-100326,626,1,2
TH-100806,592,0,4
TH-100786,542,2,1
TH-104302,583,2,1
TH-100247,612,2,3
TH-101482,634,3,4
TH-100805,598,1,1
TH-104067,514,2,1
TH-104126,504,2,2
TH-100398,554,1,0
TH-100138,631,2,2
TH-104325,456,0,1
TH-101225,729,1,3
TH-100174,549,1,1
TH-101368,602,1,0
TH-104953,739,3,1
TH-101421,768,1,0
TH-103498,668,2,0
TH-102046,565,3,2
TH-104007,593,1,1
TH-104678,541,2,1
TH-100961,635,2,1
TH-101875,606,1,2
TH-103761,675,3,2
TH-104066,617,0,2
TH-101561,631,3,0
TH-103442,552,0,1
TH-101217,636,2,1
TH-100550,510,0,1
TH-100662,534,3,1
TH-103967,578,1,1
TH-102774,580,0,2
TH-104087,535,0,2
TH-103005,601,2,1
TH-104560,553,1,5
TH-101433,443,2,3
TH-104084,588,2,1
TH-103017,675,2,1
TH-100493,678,0,5
TH-103745,702,1,3
TH-103046,628,1,0
TH-101624,616,1,2
TH-101002,610,2,1
TH-102776,609,3,1
TH-100577,671,0,2
TH-104076,595,5,2
TH-104503,646,2,1
TH-101040,628,1,2
TH-102567,735,2,1
TH-101752,683,1,1
TH-101080,644,1,0
TH-100460,750,1,4
TH-101385,762,4,1
TH-103485,738,0,1
TH-104290,722,1,3
TH-103783,531,0,2
TH-100992,791,0,2
TH-101517,502,1,2
TH-100339,510,1,1
TH-104253,645,0,3
TH-101906,538,1,2
TH-100440,700,2,4
TH-102149,649,2,1
TH-102734,502,2,4
TH-103025,637,1,2
TH-103853,726,0,3
TH-103798,566,2,3
TH-104185,623,0,2
TH-101907,466,1,1
TH-103170,533,0,0
TH-101637,569,0,0
TH-102501,584,1,0
TH-102230,757,0,1
TH-103146,543,1,4
TH-102868,705,0,2
TH-104127,621,1,1
TH-102095,770,2,1
TH-104972,524,0,4
TH-102810,527,1,0
TH-104145,673,2,2
TH-103809,730,3,1
TH-104840,740,2,2
TH-100728,493,1,2
TH-101784,639,0,2
TH-102896,627,0,3
TH-103522,669,0,2
TH-100739,470,0,3
TH-104618,810,0,3
TH-100725,379,1,0
TH-102491,617,0,0
TH-100851,711,3,1
TH-102841,610,0,5
TH-104228,656,1,1
TH-100070,470,1,1
TH-101685,593,4,2
TH-102677,590,1,1
TH-104929,614,1,2
TH-103991,672,0,1
TH-100559,636,1,1
TH-100988,604,2,2
TH-102093,597,0,1
TH-102042,627,0,2
TH-104554,431,1,2
TH-102011,743,2,0
TH-103764,655,1,0
TH-101603,747,1,2
TH-101170,643,4,1
TH-104654,455,0,1
TH-103994,605,2,2
TH-102363,660,1,2
TH-104859,711,2,1
TH-100121,489,2,1
TH-101169,533,1,0
TH-101411,657,2,1
TH-101806,757,0,1
TH-104713,571,0,4
TH-104885,567,3,2
TH-100271,564,1,1
TH-100175,642,3,5
TH-104501,652,1,1
TH-100713,511,0,4
TH-103635,681,3,1
TH-103192,569,2,3
TH-101155,641,2,1
TH-100808,665,4,1
TH-104192,627,3,1
TH-101090,680,1,4
TH-103513,532,3,2
TH-101401,535,3,5
TH-100145,681,1,0
TH-103883,552,1,3
TH-104770,820,2,1
TH-104685,611,1,3
TH-101320,584,0,3
TH-103178,544,1,5
TH-100535,692,0,0
TH-100566,696,0,1
TH-100896,492,3,3
TH-104655,633,1,0
TH-103202,615,3,2
TH-103038,611,0,2
TH-102355,744,0,0
TH-104797,728,3,2
TH-102000,600,0,0
TH-103037,469,1,3
TH-101755,590,0,1
TH-100095,692,0,1
TH-100502,664,4,1
TH-104390,618,1,2
TH-104138,536,3,1
TH-102694,479,1,0
TH-101577,558,0,2
TH-102869,749,0,1
TH-103637,610,2,2
TH-102448,674,0,4
TH-103816,651,2,3
TH-103000,705,2,3
TH-104679,488,1,3
TH-103830,662,2,1
TH-102386,550,2,2
TH-103296,623,1,2
TH-100088,513,0,2
TH-102163,653,2,1
TH-101606,645,1,2
TH-100526,699,2,1
TH-101822,535,2,1
TH-100204,659,3,6
TH-104170,627,2,2
TH-103135,591,2,0
TH-102429,602,1,2
TH-101823,593,2,1
TH-101882,618,2,1
TH-104029,727,2,0
TH-101821,704,0,0
TH-100255,471,0,1
TH-100736,728,1,5
TH-103736,549,0,0
TH-104580,634,2,4
TH-101145,670,3,3
TH-100858,639,0,3
TH-101295,593,0,5
TH-100135,678,1,0
TH-104132,603,2,1
TH-101592,635,2,1
TH-100752,605,0,4
TH-101786,710,2,3
TH-102330,692,2,2
TH-100776,626,0,0
TH-100878,528,0,2
TH-101119,631,1,0
TH-100792,615,5,2
TH-103463,665,1,1
TH-101256,582,2,1
TH-101701,719,0,1
TH-103101,647,0,2
TH-103319,508,2,4
TH-102114,525,2,2
TH-103461,530,1,2
TH-104496,690,1,3
TH-102304,643,2,2
TH-100751,555,1,3
TH-101859,587,0,2
TH-104183,768,1,1
TH-104114,634,1,0
TH-103981,566,1,2
TH-104628,634,2,2
TH-103938,568,6,2
TH-101404,573,0,1
TH-103852,745,3,3
TH-103528,604,2,2
TH-103810,684,3,4
TH-103418,557,2,3
TH-100457,738,1,1
TH-102458,700,2,4
TH-104579,655,1,2
TH-100624,513,0,1
TH-104635,562,0,1
TH-104469,576,0,1
TH-102863,650,3,1
TH-104486,564,2,2
TH-102724,815,0,4
TH-103300,676,0,1
TH-102105,568,0,1
TH-103356,613,1,1
TH-100314,643,3,0
TH-101418,654,1,2
TH-100097,602,1,1
TH-104824,569,1,2
TH-103653,673,2,3
TH-102171,608,1,0
TH-102112,600,3,5
TH-103797,711,1,1
TH-101094,564,2,1
TH-102614,659,2,6
TH-103428,764,2,5
TH-104086,710,3,1
TH-100073,734,2,1
TH-100079,616,0,1
TH-103808,591,2,0
TH-102039,657,1,5
TH-104050,715,3,2
TH-104507,614,1,0
TH-100509,534,3,0
TH-101224,593,3,2
TH-101450,639,1,1
TH-103873,610,1,1
TH-104381,493,2,1
TH-100018,721,1,4
TH-104451,539,3,3
TH-102923,546,2,2
TH-101521,577,0,0
TH-103120,535,2,2
TH-102431,656,3,2
TH-101253,567,1,2
TH-100126,547,0,2
TH-104107,609,1,1
TH-104259,576,1,2
TH-100979,624,2,3
TH-103419,603,0,2
TH-101324,662,2,5
TH-100014,653,2,0
TH-102219,510,1,1
TH-100801,661,2,1
TH-103207,700,2,1
TH-100239,496,0,4
TH-100658,598,1,1
TH-101798,465,2,3
TH-100312,561,0,0
TH-101480,734,1,1
TH-102732,446,0,1
TH-100139,629,1,1
TH-100136,617,2,2
TH-103340,635,0,1
TH-103436,490,3,1
TH-102001,476,0,2
TH-102248,510,1,5
TH-101474,713,4,1
TH-100647,612,2,2
TH-100625,573,4,1
TH-103099,587,1,2
TH-100249,546,1,1
TH-103713,678,0,1
TH-100703,624,4,1
TH-102316,666,3,1
TH-104944,579,1,3
TH-104095,692,4,1
TH-100313,629,2,2
TH-104530,726,0,1
TH-100789,719,1,2
TH-102504,629,0,2
TH-100205,723,2,2
TH-100471,630,1,3
TH-102013,534,2,2
TH-102696,666,0,0
TH-100404,506,4,1
TH-102459,759,0,2
TH-102748,787,2,5
TH-102293,648,2,2
TH-103879,618,2,0
TH-101810,497,0,3
TH-103901,651,1,0
TH-100400,499,0,3
TH-101120,585,0,1
TH-102346,725,3,2
TH-102791,587,0,1
TH-101076,635,1,6
TH-100507,677,0,1
TH-102126,595,2,1
TH-104681,533,1,2
TH-102931,506,0,3
TH-103982,625,1,1
TH-104225,523,2,1
TH-100043,502,2,4
TH-100417,648,2,1
TH-104245,679,0,1
TH-102040,627,1,3
TH-100384,578,1,0
TH-101553,554,4,3
TH-102341,671,2,0
TH-100090,652,1,1
TH-101084,632,2,4
TH-101520,573,1,1
TH-102904,691,0,3
TH-101962,661,1,1
TH-101100,740,1,5
TH-104318,654,1,2
TH-104483,701,1,1
TH-100910,533,2,5
TH-104661,710,2,2
TH-101114,477,2,1
TH-103302,780,2,5
TH-100809,590,0,1
TH-100737,502,2,5
TH-100171,612,1,1
TH-102636,591,1,2
TH-102258,544,2,3
TH-104069,720,4,1
TH-103710,637,0,2
TH-102268,687,0,3
TH-102434,642,1,1
TH-101854,642,0,1
TH-101212,605,3,0
TH-101299,773,4,3
TH-102299,720,1,2
TH-103131,601,3,1
TH-102524,685,1,2
TH-100048,492,4,3
TH-103881,530,1,3
TH-103205,793,1,1
TH-102543,613,0,2
TH-100297,639,4,1
TH-101763,599,1,1
TH-100718,664,1,5
TH-101050,579,2,2
TH-102133,587,1,2
TH-104715,451,1,1
TH-100575,563,0,4
TH-101397,514,0,0
TH-100068,721,1,1
TH-103507,424,2,3
TH-101783,680,4,3
TH-101883,623,0,0
TH-104768,608,2,1
TH-100800,567,1,3
TH-104242,657,0,4
TH-101060,526,3,2
TH-103252,608,4,5
TH-103622,618,0,2
TH-102604,606,3,2
TH-104836,662,2,2
TH-103238,520,3,4
TH-104273,594,1,3
TH-104322,544,1,2
TH-104662,557,0,3
TH-100533,646,1,2
TH-102045,542,4,3
TH-103828,745,0,2
TH-103678,597,2,4
TH-103946,529,1,0
TH-103891,664,2,1
TH-103352,608,1,4
TH-104605,648,0,1
TH-101257,566,2,3
TH-101227,542,3,2
TH-103719,595,0,4
TH-101252,727,0,1
TH-101848,596,0,2
TH-103241,669,1,1
TH-100821,620,1,4
TH-102186,706,0,3
TH-100085,624,2,0
TH-104301,606,1,2
TH-101625,542,4,1
TH-102581,629,1,2
TH-100213,575,1,3
TH-104440,733,3,1
TH-100768,714,0,2
TH-104310,606,1,2
TH-101612,557,1,0
TH-102675,706,1,2
TH-101519,527,2,4
TH-103954,644,2,3
TH-100536,694,0,0
TH-100663,597,1,4
TH-101301,511,1,1
TH-100521,598,3,2
TH-100263,477,0,1
TH-101670,716,1,0
TH-102592,630,3,1
TH-103332,592,0,3
TH-103359,652,1,3
TH-100407,484,0,1
TH-104343,632,2,3
TH-100063,700,1,1
TH-100322,546,1,1
TH-100519,603,2,0
TH-101029,585,1,2
TH-103886,702,2,3
TH-103835,640,1,1
TH-104421,598,1,4
TH-103161,551,1,0
TH-102917,490,0,3
TH-102565,685,0,1
TH-101756,719,0,3
TH-103956,609,4,0
TH-103014,660,2,4
TH-100640,671,1,4
TH-102958,552,3,2
TH-102423,623,1,2
TH-101849,655,1,1
TH-101420,739,1,1
TH-101177,590,1,1
TH-103413,568,0,0
TH-102559,616,2,3
TH-101200,774,1,0
TH-102998,640,0,1
TH-103121,544,1,1
TH-100163,752,0,1
TH-101504,642,2,1
TH-103387,500,2,4
TH-104787,521,2,3
TH-103177,628,2,6
TH-103900,613,0,2
TH-102854,607,2,4
TH-104576,559,3,3
TH-100344,586,1,1
TH-104303,599,2,3
TH-101063,565,2,1
TH-102997,576,1,2
TH-100366,434,0,3
TH-102926,496,2,3
TH-103632,563,4,5
TH-104198,682,2,4
TH-101627,547,0,3
TH-101291,631,0,2
TH-100055,678,1,2
TH-102846,574,0,0
TH-101818,762,2,1
TH-104028,652,2,1
TH-101267,699,3,1
TH-103144,687,4,2
TH-102583,652,1,3
TH-100020,554,2,3
TH-103153,551,1,2
TH-103379,723,1,5
TH-101843,589,2,0
TH-101330,580,0,4
TH-103401,608,0,3
TH-103373,590,2,4
TH-102007,647,2,1
TH-101268,605,3,1
TH-102530,459,2,0
TH-104078,648,1,2
TH-103368,592,2,2
TH-102441,629,1,4
TH-103740,429,3,3
TH-101342,572,4,6
TH-101764,559,0,4
TH-101892,567,0,4
TH-103481,621,1,2
TH-102413,566,3,2
TH-100940,672,1,0
TH-102582,488,1,1
TH-104961,598,0,5
TH-103649,665,2,4
TH-102070,608,0,2
TH-102551,798,0,3
TH-102101,731,0,4
TH-103193,645,3,2
TH-100841,549,0,3
TH-101453,672,3,1
TH-101950,631,0,1
TH-101479,682,1,3
TH-100009,666,2,4
TH-101141,518,1,3
TH-104157,818,1,2
TH-102644,737,1,1
TH-103793,587,1,0
TH-104475,662,1,5
TH-104108,586,0,5
TH-103597,554,1,0
TH-101147,605,2,1
TH-102532,721,1,1
TH-100665,562,1,1
TH-104163,505,4,1
TH-102244,654,0,3
TH-102003,580,3,1
TH-104895,782,3,3
TH-101707,522,1,2
TH-104638,571,0,5
TH-103384,709,5,2
TH-102723,651,0,2
TH-104014,708,1,1
TH-104309,446,1,1
TH-101157,560,0,4
TH-100050,519,2,3
TH-100716,528,0,1
TH-102402,719,0,6
TH-103106,559,3,1
TH-102590,751,1,0
TH-103758,612,0,2
TH-101228,580,2,2
TH-104691,630,0,2
TH-103729,447,0,3
TH-101834,586,1,4
TH-103611,520,1,4
TH-102227,627,1,1
TH-104508,525,0,3
TH-101886,708,0,0
TH-101344,654,2,3
TH-102539,661,2,2
TH-101815,516,1,0
TH-103538,523,2,1
TH-104619,544,3,1
TH-103888,578,1,4
TH-100246,607,4,1
TH-102337,401,3,1
TH-103500,526,2,2
TH-104518,691,1,1
TH-101167,621,1,3
TH-100084,780,1,3
TH-101199,750,2,3
TH-102833,678,1,6
TH-103468,631,1,3
TH-102498,745,1,1
TH-103338,576,1,2
TH-101858,595,2,2
TH-101311,577,1,4
TH-104849,662,0,2
TH-104058,606,1,2
TH-104697,616,1,1
TH-104623,605,1,0
TH-103013,520,0,1
TH-102183,696,3,1
TH-100947,697,2,0
TH-104092,496,2,0
TH-104606,744,1,3
TH-104098,587,2,3
TH-101964,592,2,3
TH-100749,636,0,1
TH-101173,726,1,0
TH-103540,571,0,1
TH-103456,642,1,4
TH-100746,591,0,1
TH-103898,719,0,2
TH-101317,481,1,2
TH-101389,696,0,5
TH-100225,800,0,0
TH-103104,678,3,3
TH-104553,742,2,1
TH-101819,517,2,1
TH-102749,515,0,2
TH-104927,471,1,4
TH-102092,677,1,2
TH-101362,646,0,1
TH-101830,398,3,1
TH-103195,586,0,1
TH-103129,634,3,1
TH-100016,610,1,2
TH-102786,507,1,0
TH-100827,551,2,1
TH-103199,485,3,1
TH-102919,509,2,0
TH-100567,608,0,2
TH-100534,630,1,2
TH-104860,597,0,0
TH-103928,660,1,0
TH-102188,691,0,1
TH-101351,659,3,2
TH-100714,639,2,1
TH-100117,480,1,3
TH-101276,850,3,1
TH-100613,678,4,1
TH-101540,513,2,0
TH-103607,651,1,0
TH-104651,603,0,0
TH-103647,556,0,3
TH-103917,629,2,2
TH-101472,470,2,0
TH-104549,548,0,2
TH-104918,704,4,4
TH-103452,652,0,3
TH-102843,739,1,1
TH-100933,614,1,2
TH-102760,667,3,2
TH-100568,668,1,3
TH-102836,670,3,4
TH-100849,767,1,1
TH-100421,578,0,2
TH-102120,639,0,1
TH-100889,726,1,0
TH-102237,506,1,1
TH-103210,624,0,1
TH-102367,607,2,4
TH-104278,645,3,3
TH-103357,531,0,0
TH-103335,777,2,3
TH-102924,647,0,3
TH-102801,558,3,1
TH-102620,759,3,1
TH-100918,672,1,0
TH-100291,560,2,1
TH-104587,662,2,1
TH-104729,686,2,0
TH-103056,595,4,2
TH-104978,560,1,2
TH-101813,521,3,1
TH-102912,622,1,0
TH-102727,636,1,1
TH-104308,610,1,3
TH-104355,827,2,1
TH-103130,627,2,0
TH-104616,796,1,0
TH-101757,659,2,3
TH-100372,613,3,0
TH-100780,717,1,3
TH-100761,594,3,5
TH-100738,657,1,1
TH-102665,535,2,3
TH-103328,538,2,0
TH-104419,670,1,1
TH-102540,586,0,2
TH-104601,588,2,5
TH-101476,616,2,3
TH-104874,538,3,0
TH-102438,793,2,1
TH-103668,707,3,2
TH-100074,615,2,1
TH-101278,653,2,4
TH-100425,596,0,5
TH-104214,708,0,4
TH-100280,511,1,1
TH-104532,653,0,4
TH-104492,646,0,0
TH-102026,504,2,4
TH-102891,699,3,4
TH-102260,654,1,0
TH-101122,634,0,1
TH-102573,640,1,1
TH-101312,615,2,1
TH-100185,549,3,2
TH-101166,605,3,2
TH-103992,670,3,0
TH-100066,544,0,3
TH-103094,452,2,1
TH-100818,568,3,2
TH-101096,812,0,3
TH-102015,608,1,4
TH-101471,496,2,0
TH-101860,600,2,1
TH-100636,610,0,4
TH-100683,586,0,1
TH-102670,666,0,1
TH-100730,597,2,0
TH-103385,693,1,1
TH-101904,850,1,3
TH-104109,601,3,4
TH-102909,693,2,1
TH-104188,606,0,1
TH-101661,639,1,1
TH-103162,568,2,3
TH-104307,602,0,2
TH-102207,731,2,0
TH-100367,669,2,3
TH-100408,545,1,2
TH-104997,670,1,0
TH-102688,578,1,2
TH-101487,668,1,4
TH-104613,692,0,1
TH-100645,604,2,4
TH-102827,559,2,2
TH-101972,527,1,1
TH-104224,763,1,1
TH-104925,664,1,0
TH-103529,670,2,2
TH-102606,595,0,3
TH-103016,606,2,2
TH-101349,621,0,1
TH-100104,688,0,1
TH-103441,504,0,2
TH-104135,569,1,1
TH-100127,676,0,0
TH-102837,718,3,2
TH-103974,734,0,2
TH-101877,493,0,1
TH-102659,630,1,3
TH-102317,653,1,1
TH-101773,558,0,2
TH-100855,563,2,2
TH-101557,554,0,2
TH-101808,590,0,0
TH-100908,632,1,1
TH-100059,592,2,1
TH-104298,541,2,1
TH-104340,614,0,2
TH-104673,481,0,0
TH-102397,581,4,7
TH-104958,496,4,3
TH-101275,535,1,2
TH-103371,544,1,1
TH-101190,530,2,0
TH-100887,600,0,0
TH-103734,593,1,2
TH-100024,561,0,4
TH-104913,449,4,0
TH-102662,699,0,0
TH-102340,586,2,2
TH-100642,479,1,3
TH-101289,494,2,2
TH-101591,534,0,4
TH-103348,538,1,4
TH-100112,507,2,5
TH-101980,664,0,0
TH-101341,705,0,0
TH-100622,641,3,2
TH-101064,644,1,1
TH-100302,620,1,2
TH-102948,734,0,1
TH-104723,529,0,2
TH-102295,606,1,3
TH-104809,565,2,2
TH-104964,649,1,3
TH-101407,580,1,1
TH-104855,568,1,4
TH-104937,604,1,1
TH-100864,816,0,6
TH-104326,565,5,2
TH-104323,714,2,2
TH-103176,665,1,3
TH-104741,806,0,1
TH-101802,665,3,4
TH-104759,475,1,2
TH-102663,593,1,1
TH-100673,619,4,1
TH-101431,669,1,2
TH-102486,588,1,4
TH-100429,695,1,1
TH-104156,610,0,2
TH-101046,608,1,4
TH-102903,597,3,1
TH-104804,598,1,3
TH-100715,552,2,7
TH-101485,640,2,1
TH-103584,611,1,1
TH-104989,669,1,1
TH-104223,606,1,1
TH-101359,584,1,5
TH-101513,552,0,0
TH-101532,594,0,4
TH-104445,641,2,3
TH-104788,528,2,2
TH-103620,681,0,1
TH-102160,648,0,1
TH-104274,694,2,2
TH-102609,780,2,1
TH-101717,693,1,3
TH-100545,722,3,0
TH-103541,557,1,2
TH-100576,586,0,1
TH-104547,720,0,3
TH-101651,770,5,1
TH-100341,544,2,2
TH-103243,844,1,1
TH-101459,649,2,2
TH-101678,655,1,0
TH-102541,530,2,4
TH-100348,724,1,1
TH-104719,640,1,1
TH-102845,549,1,3
TH-104341,566,1,1
TH-103085,644,2,1
TH-101995,698,2,3
TH-104396,562,3,1
TH-101620,513,1,3
TH-103912,636,1,3
TH-103707,745,1,2
TH-102014,592,2,5
TH-104656,647,0,1
TH-100358,710,3,1
TH-102762,636,0,1
TH-102072,629,1,1
TH-102906,665,0,1
TH-102234,613,3,1
TH-102374,621,1,2
TH-103585,648,0,2
TH-101525,612,1,2
TH-100476,632,2,2
TH-103449,435,0,3
TH-100292,521,2,2
TH-104211,555,1,1
TH-103601,755,3,3
TH-104315,589,1,2
TH-104359,593,1,3
TH-103823,498,1,3
TH-102190,615,0,1
TH-103854,773,0,1
TH-101781,451,2,1
TH-104392,716,0,1
TH-104199,507,2,4
TH-102635,482,3,1
TH-102378,507,2,0
TH-101338,713,1,1
TH-103717,640,1,2
TH-101956,660,3,2
TH-101968,564,3,3
TH-103447,588,3,0
TH-101792,720,1,1
TH-103672,706,1,4
TH-103303,712,2,2
TH-100843,569,1,2
TH-104814,612,0,0
TH-104280,723,1,1
TH-104776,604,0,0
TH-100096,772,1,0
TH-101356,417,4,2
TH-100598,550,0,0
TH-104689,547,0,1
TH-102811,669,2,1
TH-104942,574,2,1
TH-101335,696,2,1
TH-104631,452,2,0
TH-101425,653,2,2
TH-102927,644,4,0
TH-100687,615,1,2
TH-100617,539,3,0
TH-101234,647,2,1
TH-103542,571,0,1
TH-103587,640,3,3
TH-101863,648,3,1
TH-102850,657,2,4
TH-101733,544,5,5
TH-104370,556,0,4
TH-104079,501,1,2
TH-103699,796,2,3
TH-100187,551,0,3
TH-101996,473,1,0
TH-102885,607,0,3
TH-104564,629,3,2
TH-103105,477,1,3
TH-102365,756,2,3
TH-103677,506,4,3
TH-102201,566,1,0
TH-102671,733,1,2
TH-103412,762,0,1
TH-102390,645,1,4
TH-100259,728,5,1
TH-102332,600,0,5
TH-101688,560,1,1
TH-102056,579,3,2
TH-101913,582,0,2
TH-101918,701,1,4
TH-101426,481,3,1
TH-101284,523,2,2
TH-101057,692,1,1
TH-103349,678,3,1
TH-103346,724,1,3
TH-100815,788,1,1
TH-100782,602,2,2
TH-103748,604,2,2
TH-102822,652,0,2
TH-104383,505,1,1
TH-103364,669,1,1
TH-103966,719,2,1
TH-103919,613,0,0
TH-100284,556,1,1
TH-102967,604,2,2
TH-104515,535,0,2
TH-104175,497,1,2
TH-104757,458,1,0
TH-104947,546,1,2
TH-102726,558,0,2
TH-102128,682,2,2
TH-102844,604,2,0
TH-103268,572,3,0
TH-103544,549,0,4
TH-102159,500,2,2
TH-101127,462,2,1
TH-100740,528,3,2
TH-104267,748,0,1
TH-104980,650,2,2
TH-103228,632,1,3
TH-103566,561,0,4
TH-101331,589,3,2
TH-100475,560,2,5
TH-102428,613,2,3
TH-101697,597,2,4
TH-104164,634,0,2
TH-100354,596,3,1
TH-103714,705,2,1
TH-100807,762,2,1
TH-103092,664,1,4
TH-103488,595,1,4
TH-102206,573,0,0
TH-101590,617,1,1
TH-102778,611,1,3
TH-102028,694,2,2
TH-101430,844,1,2
TH-103691,521,3,7
TH-103484,766,1,1
TH-104447,560,1,2
TH-100298,658,2,2
TH-102232,543,1,1
TH-100668,660,1,3
TH-100448,795,1,1
TH-103279,740,3,1
TH-103201,612,0,4
TH-101416,596,0,0
TH-103365,578,3,1
TH-100626,765,2,4
TH-103803,575,0,2
TH-100103,575,2,1
TH-103386,590,1,0
TH-101414,641,4,3
TH-100165,533,2,0
TH-102344,536,0,4
TH-100938,670,5,1
TH-100414,742,0,4
TH-101144,739,1,3
TH-103934,747,2,1
TH-104141,623,2,1
TH-100149,697,3,2
TH-101753,625,1,2
TH-101095,617,3,1
TH-104798,589,2,3
TH-102246,583,0,4
TH-102209,574,1,2
TH-102364,650,1,2
TH-102683,535,1,0
TH-101916,765,0,1
TH-102117,795,0,2
TH-102546,550,1,3
TH-100774,636,0,2
TH-104256,753,1,3
TH-102625,692,0,2
TH-100987,640,3,1
TH-101382,646,1,2
TH-104901,579,2,1
TH-100419,705,4,4
TH-103770,712,0,1
TH-102528,589,3,4
TH-104427,749,3,1
TH-102831,525,4,2
TH-100860,673,2,1
TH-103530,552,4,0
TH-104368,517,2,2
TH-101412,503,2,1
TH-102847,452,0,1
TH-104082,485,2,6
TH-100756,664,0,4
TH-103029,660,2,1
TH-102575,752,2,3
TH-101930,734,1,3
TH-103902,591,2,3
TH-100950,516,0,1
TH-101183,608,2,3
TH-101585,623,2,5
TH-104526,679,1,1
TH-103735,648,1,1
TH-103648,726,3,2
TH-104513,557,1,3
TH-102416,684,3,4
TH-103209,645,2,2
TH-104342,584,2,3
TH-103782,644,0,3
TH-102828,589,1,1
TH-101013,583,0,0
TH-104416,603,0,0
TH-102184,766,2,1
TH-104578,562,2,1
TH-102054,652,1,0
TH-100010,725,2,4
TH-104487,664,0,0
TH-103550,517,4,1
TH-101899,602,0,2
TH-102531,647,3,4
TH-101531,762,2,2
TH-103343,568,0,0
TH-102605,765,1,0
TH-100028,601,1,2
TH-104043,672,0,3
TH-101464,650,3,2
TH-100267,632,4,1
TH-103722,573,1,2
TH-102404,674,0,2
TH-104598,593,2,2
TH-104346,564,3,3
TH-103565,545,1,0
TH-104692,597,1,5
TH-100035,569,0,0
TH-100953,514,1,4
TH-103050,583,0,1
TH-102921,477,1,3
TH-101279,703,0,2
TH-102371,726,0,3
TH-103366,460,1,1
TH-103023,598,2,2
TH-101919,650,0,1
TH-103438,622,1,3
TH-101140,625,2,2
TH-103068,698,1,3
TH-100153,554,1,0
TH-100500,634,1,3
TH-101113,617,0,2
TH-102578,693,2,2
TH-101735,496,1,3
TH-102217,507,0,2
TH-103612,539,1,2
TH-103036,585,2,2
TH-104324,695,0,1
TH-103825,698,1,1
TH-103596,549,2,3
TH-104899,586,1,3
TH-103494,595,1,2
TH-102629,507,0,3
TH-103133,544,2,2
TH-100641,815,2,4
TH-103573,533,0,3
TH-102375,572,0,1
TH-102083,665,1,1
TH-103096,513,0,0
TH-101118,521,2,2
TH-103181,545,0,0
TH-103831,483,3,4
TH-101387,556,3,0
TH-100976,528,0,0
TH-103313,510,2,0
TH-101121,580,1,3
TH-100772,625,2,1
TH-100707,738,1,2
TH-103645,819,2,2
TH-103977,634,1,1
TH-101954,686,2,3
TH-102401,582,1,1
TH-102242,778,0,3
TH-103495,661,0,2
TH-103571,732,0,1
TH-100006,615,1,1
TH-102741,581,2,1
TH-100211,572,0,3
TH-102282,657,2,2
TH-101475,705,0,1
TH-102049,718,2,0
TH-102197,601,0,2
TH-102323,639,1,3
TH-104235,572,2,1
TH-104941,655,4,2
TH-102305,769,2,0
TH-103350,601,2,1
TH-101066,668,0,2
TH-102321,526,1,3
TH-100669,654,4,0
TH-103813,661,2,3
TH-101747,665,0,2
TH-103222,787,4,2
TH-103520,661,1,2
TH-104674,678,1,0
TH-101663,537,2,5
TH-100360,471,2,5
TH-102250,515,1,1
TH-100920,577,1,2
TH-104793,660,0,0
TH-101370,649,1,0
TH-104426,673,0,3
TH-102654,550,2,1
TH-102731,550,2,1
TH-102494,599,0,3
TH-102536,529,2,2
TH-103666,563,1,2
TH-100691,610,0,0
TH-104337,549,1,0
TH-100764,593,0,1
TH-100330,623,1,3
