account_id,origination_date,product,region,customer_age,age_band,monthly_income,loan_amount,outstanding_balance_thb,days_past_due,bad_flag
TH-102729,09/03/2025,home_improvement,Bangkok,32,25 to 34,18000,35000,"20,400",0,0
TH-102730,20/09/2024,title_loan,Central,29,25 to 34,23800,66000,"42,400",0,0
TH-102731,13/09/2024,auto,Central,31,25 to 34,13400,22000,"16,200",0,0
TH-102732,17/04/2024,home_improvement,North,51,45 to 54,39800,48000,"18,100",0,0
TH-102733,21/06/2023,motorcycle,Bangkok,31,25 to 34,47200,96000,"55,600",21,0
TH-102734,10/03/2024,personal,Bangkok,27,25 to 34,10600,49000,"32,200",119,1
TH-102735,22/07/2023,home_improvement,Central,31,25 to 34,13800,62000,"50,200",0,0
TH-102736,16/07/2023,auto,South,33,25 to 34,30800,194000,"59,700",12,0
TH-102737,05/02/2025,auto,Central,23,Under 25,10800,43000,"13,300",124,1
TH-102738,01/03/2025,motorcycle,Bangkok,45,45 to 54,22100,40000,"20,700",10,0
TH-102739,30/11/2023,personal,South,42,35 to 44,43900,152000,"123,200",0,0
TH-102740,17/10/2023,personal,Central,30,25 to 34,14100,35000,"27,700",0,0
TH-102741,08/09/2024,auto,Bangkok,22,Under 25,17000,53000,"34,100",162,1
TH-102742,10/03/2023,title_loan,Bangkok,41,35 to 44,19600,64000,"61,600",0,0
TH-102743,18/04/2025,auto,Northeast,37,35 to 44,9000,21000,,0,0
TH-102744,03/03/2025,auto,Northeast,41,35 to 44,20600,60000,"35,900",0,0
TH-102745,14/06/2025,home_improvement,Northeast,42,35 to 44,9000,29000,"23,000",0,0
TH-102746,16/05/2023,title_loan,Northeast,31,25 to 34,30900,70000,"26,400",0,0
TH-102747,12/12/2023,auto,North,25,25 to 34,57500,360000,"196,600",0,0
TH-102748,20/04/2024,auto,Bangkok,25,25 to 34,,25000,"13,000",0,0
TH-102749,14/06/2024,motorcycle,Bangkok,49,45 to 54,10800,46000,"22,100",0,0
TH-102750,09/03/2025,home_improvement,South,42,35 to 44,35700,71000,"36,300",0,0
TH-102751,04/01/2025,personal,Northeast,32,25 to 34,14300,133000,"126,300",164,1
TH-102752,13/10/2023,motorcycle,Central,51,45 to 54,33900,83000,"44,600",0,0
TH-102753,18/05/2025,personal,North,35,35 to 44,21800,76000,"32,100",0,0
TH-102754,19/12/2023,motorcycle,South,42,35 to 44,9000,16000,"10,100",0,0
TH-102755,12/01/2025,personal,Northeast,41,35 to 44,17300,44000,"24,200",0,0
TH-102756,08/08/2023,title_loan,Bangkok,31,25 to 34,21100,91000,"48,000",0,0
TH-102757,01/01/2023,auto,Central,24,Under 25,15800,72000,"65,500",0,0
TH-102758,29/12/2023,motorcycle,Bangkok,37,35 to 44,29300,35000,"14,400",0,0
TH-102759,06/10/2023,personal,North,43,35 to 44,18800,86000,"57,000",0,0
TH-102760,22/06/2024,personal,Central,25,25 to 34,29700,97000,"72,800",0,0
TH-102761,10/11/2024,home_improvement,Northeast,40,35 to 44,32100,107000,"68,300",3,0
TH-102762,24/07/2024,motorcycle,North,23,Under 25,17000,100000,"69,800",8,0
TH-102763,14/04/2025,home_improvement,Bangkok,27,25 to 34,27200,143000,"115,300",73,1
TH-102764,28/04/2023,personal,South,52,45 to 54,34700,30000,"21,300",0,0
TH-102765,16/08/2023,motorcycle,Bangkok,38,35 to 44,17900,44000,"26,200",0,0
TH-102766,23/11/2024,motorcycle,North,29,25 to 34,30300,113000,"88,800",29,0
TH-102767,22/12/2023,auto,Northeast,51,45 to 54,32800,127000,"100,300",0,0
TH-102768,24/12/2024,personal,Central,49,45 to 54,11600,95000,"71,000",10,0
TH-102769,15/05/2023,personal,Northeast,30,25 to 34,25200,65000,"25,300",8,0
TH-102770,23/01/2023,title_loan,Central,31,25 to 34,37600,80000,"47,000",0,0
TH-102771,05/01/2024,personal,Northeast,28,25 to 34,15600,52000,"43,300",0,0
TH-102772,01/02/2024,motorcycle,North,37,35 to 44,17700,34000,"26,100",0,0
TH-102773,16/03/2023,auto,Northeast,44,35 to 44,15000,18000,"11,400",0,0
TH-102774,02/03/2024,motorcycle,Northeast,32,25 to 34,12200,47000,"29,600",0,0
TH-102775,05/05/2025,personal,Central,44,35 to 44,39700,185000,"91,200",62,1
TH-102776,05/03/2024,title_loan,Bangkok,33,25 to 34,28900,54000,"38,600",0,0
TH-102777,03/06/2025,motorcycle,Central,34,25 to 34,30800,87000,"27,300",0,0
TH-102778,14/08/2024,auto,South,41,35 to 44,12900,16000,"12,000",0,0
TH-102779,05/10/2023,personal,South,23,Under 25,13300,46000,"29,900",0,0
TH-102780,17/12/2023,home_improvement,South,46,45 to 54,9000,20000,"16,900",0,0
TH-102781,15/04/2023,motorcycle,Bangkok,24,Under 25,39500,82000,"62,600",0,0
TH-102782,15/07/2023,personal,Northeast,30,25 to 34,50900,73000,"30,300",0,0
TH-102783,29/04/2025,home_improvement,North,33,25 to 34,33400,99000,"91,000",21,0
TH-102784,16/10/2024,motorcycle,South,42,35 to 44,13600,68000,"54,200",0,0
TH-102785,22/06/2023,auto,Central,52,45 to 54,16400,68000,"17,300",0,0
TH-102786,17/06/2024,auto,Central,44,35 to 44,23500,53000,"21,200",0,0
TH-102787,28/11/2024,home_improvement,North,28,25 to 34,42200,118000,"47,000",0,0
TH-102788,25/01/2024,personal,Bangkok,33,25 to 34,11500,24000,"11,400",26,0
TH-102789,08/06/2023,auto,Bangkok,22,Under 25,14600,33000,"28,000",0,0
TH-102790,30/03/2023,personal,Central,46,45 to 54,32200,71000,"19,200",0,0
TH-102791,23/04/2024,home_improvement,Northeast,24,Under 25,32200,181000,"126,100",98,1
TH-102792,25/08/2023,motorcycle,Central,42,35 to 44,16700,73000,"61,000",0,0
TH-102793,11/03/2025,personal,North,24,Under 25,9000,72000,"49,700",0,0
TH-102794,18/06/2025,auto,Central,30,25 to 34,29100,96000,"65,000",0,0
TH-102795,30/09/2023,auto,Bangkok,44,35 to 44,16900,119000,"84,100",21,0
TH-102796,30/01/2023,motorcycle,North,27,25 to 34,19500,36000,"29,300",0,0
TH-102797,03/11/2024,personal,South,45,45 to 54,14200,57000,"37,100",2,0
TH-102798,18/10/2024,personal,Northeast,41,35 to 44,15600,39000,"21,100",0,0
TH-102799,27/05/2025,title_loan,Northeast,33,25 to 34,,95000,"72,700",0,0
TH-102800,29/04/2023,personal,Bangkok,32,25 to 34,12000,28000,"17,800",0,0
TH-102801,24/06/2024,title_loan,South,34,25 to 34,20300,36000,"8,600",13,0
TH-102802,24/10/2023,motorcycle,Bangkok,33,25 to 34,,94000,"52,400",0,0
TH-102803,19/03/2023,home_improvement,Northeast,51,45 to 54,15100,39000,"21,300",7,0
TH-102804,09/10/2024,personal,Bangkok,26,25 to 34,24500,41000,"28,500",0,0
TH-102805,24/07/2023,personal,South,34,25 to 34,49900,221000,"209,800",85,1
TH-102806,23/11/2023,motorcycle,Bangkok,39,35 to 44,24900,90000,"38,000",0,0
TH-102807,29/01/2025,motorcycle,South,25,25 to 34,18800,35000,"15,000",1,0
TH-102808,17/07/2023,motorcycle,Bangkok,29,25 to 34,17100,76000,"66,000",0,0
TH-102809,13/11/2023,motorcycle,Bangkok,21,Under 25,71100,156000,"27,300",0,0
TH-102810,13/03/2024,auto,Central,39,35 to 44,23500,82000,"26,400",0,0
TH-102811,30/07/2024,auto,Bangkok,66,55 and over,15000,28000,"5,200",0,0
TH-102812,05/02/2023,personal,Bangkok,54,45 to 54,9000,15000,"7,000",0,0
TH-102813,11/06/2023,motorcycle,Northeast,33,25 to 34,9000,19000,"15,300",0,0
TH-102814,31/05/2025,motorcycle,Central,33,25 to 34,16900,57000,"45,700",0,0
TH-102815,25/01/2023,home_improvement,Bangkok,55,55 and over,11800,32000,"24,300",0,0
TH-102816,27/02/2025,motorcycle,Bangkok,39,35 to 44,9400,20000,"14,100",0,0
TH-102817,07/10/2024,auto,Bangkok,24,Under 25,19100,21000,"13,900",0,0
TH-102818,10/12/2024,motorcycle,Northeast,42,35 to 44,9000,42000,"24,700",0,0
TH-102819,02/02/2024,personal,North,46,45 to 54,22500,34000,"24,700",0,0
TH-102820,20/05/2023,home_improvement,Northeast,44,35 to 44,15700,65000,"36,400",29,0
TH-102821,17/10/2023,personal,South,59,55 and over,41300,88000,"63,100",0,0
TH-102822,06/08/2024,home_improvement,Bangkok,49,45 to 54,30200,179000,"120,100",8,0
TH-102823,04/10/2023,personal,North,43,35 to 44,24900,81000,"42,700",13,0
TH-102824,30/01/2023,motorcycle,South,48,45 to 54,17400,51000,"17,700",8,0
TH-102825,21/10/2023,motorcycle,Bangkok,29,25 to 34,17000,60000,"44,000",0,0
TH-102826,12/04/2023,home_improvement,Northeast,26,25 to 34,17300,93000,"40,800",0,0
TH-102827,06/07/2024,personal,Central,36,35 to 44,16400,50000,"25,400",0,0
TH-102828,27/08/2024,motorcycle,Bangkok,27,25 to 34,11600,28000,"11,000",12,0
TH-102829,11/04/2023,motorcycle,Bangkok,36,35 to 44,22700,45000,"4,400",0,0
TH-102830,17/10/2023,motorcycle,Bangkok,32,25 to 34,38900,124000,"87,900",0,0
TH-102831,23/08/2024,personal,Bangkok,42,35 to 44,30100,61000,,137,1
TH-102832,28/01/2024,motorcycle,Northeast,54,45 to 54,,93000,"51,300",0,0
TH-102833,09/06/2024,auto,Bangkok,34,25 to 34,13900,22000,"13,300",0,0
TH-102834,09/10/2023,motorcycle,Northeast,26,25 to 34,27200,65000,"49,100",0,0
TH-102835,02/11/2023,personal,South,25,25 to 34,16400,55000,"18,200",0,0
TH-102836,22/06/2024,motorcycle,Bangkok,40,35 to 44,,45000,"5,600",30,0
TH-102837,09/07/2024,home_improvement,North,40,35 to 44,15600,33000,"27,400",31,1
TH-102838,07/11/2024,motorcycle,Bangkok,68,55 and over,15500,47000,"21,300",88,1
TH-102839,14/10/2023,motorcycle,Central,50,45 to 54,10600,33000,"13,100",14,0
TH-102840,09/06/2025,motorcycle,North,32,25 to 34,9000,15000,"8,400",0,0
TH-102841,16/03/2024,auto,North,34,25 to 34,19800,60000,"36,500",0,0
TH-102842,22/12/2024,title_loan,Bangkok,21,Under 25,10100,26000,"17,400",0,0
TH-102843,21/06/2024,personal,Central,33,25 to 34,30400,37000,"17,500",0,0
TH-102844,08/08/2024,auto,Bangkok,42,35 to 44,35700,190000,"169,800",0,0
TH-102845,21/07/2024,auto,Bangkok,41,35 to 44,,62000,"49,200",16,0
TH-102846,25/05/2024,personal,South,54,45 to 54,17400,82000,"56,100",0,0
TH-102847,24/08/2024,home_improvement,Northeast,42,35 to 44,17400,87000,"24,200",0,0
TH-102848,12/02/2023,auto,Northeast,27,25 to 34,26000,40000,"27,800",30,0
TH-102849,17/06/2023,auto,Central,52,45 to 54,14800,45000,"34,300",0,0
TH-102850,01/08/2024,auto,North,54,45 to 54,9000,26000,,0,0
TH-102851,01/03/2025,home_improvement,Bangkok,50,45 to 54,35400,81000,"61,500",0,0
TH-102852,29/03/2025,title_loan,Bangkok,36,35 to 44,26500,73000,"62,700",0,0
TH-102853,17/08/2023,title_loan,Central,44,35 to 44,22100,83000,"72,100",0,0
TH-102854,22/05/2024,motorcycle,Northeast,33,25 to 34,22100,83000,"5,500",14,0
TH-102855,18/12/2023,personal,Central,27,25 to 34,15100,25000,"11,500",0,0
TH-102856,12/10/2024,home_improvement,North,23,Under 25,9000,22000,"10,600",36,1
TH-102857,28/10/2023,home_improvement,Central,28,25 to 34,9000,15000,"3,700",0,0
TH-102858,20/02/2023,motorcycle,Central,49,45 to 54,9800,17000,"7,800",0,0
TH-102859,06/05/2025,personal,South,23,Under 25,36800,81000,"39,200",0,0
TH-102860,21/08/2023,auto,South,28,25 to 34,17700,38000,"32,300",0,0
TH-102861,21/01/2024,motorcycle,Bangkok,23,Under 25,9000,15000,"10,700",0,0
TH-102862,03/05/2023,personal,North,49,45 to 54,26900,54000,"34,900",0,0
TH-102863,08/04/2024,motorcycle,Northeast,37,35 to 44,17200,51000,"30,000",0,0
TH-102864,20/02/2024,auto,Northeast,30,25 to 34,20100,56000,"35,700",0,0
TH-102865,14/12/2023,home_improvement,Bangkok,31,25 to 34,16700,69000,"49,900",0,0
TH-102866,22/09/2024,motorcycle,Bangkok,48,45 to 54,10800,30000,"28,400",0,0
TH-102867,16/05/2025,title_loan,North,33,25 to 34,30000,132000,"40,200",0,0
TH-102868,12/03/2024,motorcycle,Northeast,46,45 to 54,,28000,"21,600",0,0
TH-102869,27/03/2024,motorcycle,Central,40,35 to 44,15200,26000,"19,900",0,0
TH-102870,29/10/2023,motorcycle,South,34,25 to 34,9400,16000,"11,600",28,0
TH-102871,22/02/2023,motorcycle,North,31,25 to 34,13300,18000,"8,600",0,0
TH-102872,16/12/2024,motorcycle,Northeast,31,25 to 34,13700,15000,"8,200",0,0
TH-102873,06/03/2025,auto,Northeast,25,25 to 34,21900,187000,"148,000",0,0
TH-102874,14/09/2024,motorcycle,Bangkok,28,25 to 34,13400,40000,"12,200",0,0
TH-102875,16/03/2023,home_improvement,Bangkok,21,Under 25,9100,15000,"12,500",0,0
TH-102876,11/01/2025,motorcycle,North,28,25 to 34,25600,41000,"30,500",0,0
TH-102877,02/08/2023,motorcycle,Bangkok,43,35 to 44,19000,48000,"29,100",0,0
TH-102878,06/12/2024,motorcycle,North,23,Under 25,46400,71000,"65,700",0,0
TH-102879,19/04/2025,auto,Northeast,48,45 to 54,15100,37000,"27,000",5,0
TH-102880,21/06/2023,motorcycle,Bangkok,29,25 to 34,22400,32000,"7,800",0,0
TH-102881,13/02/2024,home_improvement,Northeast,36,35 to 44,38900,64000,"23,600",0,0
TH-102882,18/05/2023,title_loan,Bangkok,28,25 to 34,47100,238000,"195,600",0,0
TH-102883,04/10/2024,title_loan,Bangkok,21,Under 25,9000,42000,,0,0
TH-102884,10/08/2023,title_loan,Central,42,35 to 44,,43000,"11,100",0,0
TH-102885,03/08/2024,personal,Bangkok,33,25 to 34,25900,248000,"151,000",2,0
TH-102886,07/01/2024,personal,South,45,45 to 54,22500,87000,"66,300",0,0
TH-102887,06/06/2023,motorcycle,Central,44,35 to 44,48100,151000,"121,800",0,0
TH-102888,12/05/2025,personal,North,44,35 to 44,42500,85000,"22,800",0,0
TH-102889,06/12/2024,motorcycle,South,31,25 to 34,19800,77000,"69,600",0,0
TH-102890,10/01/2024,auto,Central,23,Under 25,14400,59000,"33,400",0,0
TH-102891,30/06/2024,motorcycle,Bangkok,28,25 to 34,27200,99000,"67,100",0,0
TH-102892,15/11/2023,auto,South,47,45 to 54,11500,32000,"20,300",0,0
TH-102893,09/07/2023,personal,Northeast,46,45 to 54,20200,82000,"17,900",0,0
TH-102894,05/12/2023,motorcycle,South,35,35 to 44,14100,29000,"10,000",0,0
TH-102895,27/08/2023,auto,Bangkok,24,Under 25,18300,46000,"31,900",153,1
TH-102896,15/03/2024,personal,Northeast,27,25 to 34,10300,33000,"10,000",0,0
TH-102897,09/01/2023,motorcycle,Bangkok,33,25 to 34,11600,45000,"41,300",0,0
TH-102898,14/04/2023,motorcycle,Central,27,25 to 34,9000,29000,"24,200",0,0
TH-102899,21/11/2023,personal,Northeast,21,Under 25,31700,128000,"32,800",23,0
TH-102900,12/06/2023,motorcycle,South,48,45 to 54,34400,75000,"25,900",0,0
TH-102901,05/02/2025,motorcycle,Bangkok,35,35 to 44,,43000,"35,900",0,0
TH-102902,28/08/2023,motorcycle,Northeast,24,Under 25,9000,19000,"6,300",0,0
TH-102903,18/07/2024,auto,Bangkok,28,25 to 34,34000,117000,"54,400",0,0
TH-102904,27/04/2024,personal,Bangkok,36,35 to 44,20100,55000,"24,700",27,0
TH-102905,07/10/2023,auto,North,21,Under 25,10200,48000,"33,600",0,0
TH-102906,24/07/2024,home_improvement,Northeast,31,25 to 34,9000,38000,"27,000",0,0
TH-102907,01/01/2025,home_improvement,North,38,35 to 44,9000,15000,"11,600",29,0
TH-102908,13/05/2023,motorcycle,North,39,35 to 44,10100,50000,"18,600",20,0
TH-102909,04/07/2024,home_improvement,Bangkok,32,25 to 34,25900,86000,"44,900",0,0
TH-102910,10/01/2024,motorcycle,Central,26,25 to 34,27000,45000,"30,200",0,0
TH-102911,09/04/2025,motorcycle,Northeast,35,35 to 44,12900,24000,"4,400",0,0
TH-102912,26/06/2024,motorcycle,Bangkok,29,25 to 34,9300,15000,"10,200",0,0
TH-102913,16/09/2023,personal,Bangkok,33,25 to 34,9800,28000,,0,0
TH-102914,08/06/2025,motorcycle,Northeast,33,25 to 34,23400,117000,"48,800",0,0
TH-102915,28/01/2023,personal,Central,47,45 to 54,14700,35000,"21,600",0,0
TH-102916,14/12/2023,motorcycle,Northeast,27,25 to 34,15300,88000,"41,000",0,0
TH-102917,17/05/2024,personal,North,32,25 to 34,38600,87000,"40,500",13,0
TH-102918,26/04/2023,personal,North,28,25 to 34,26700,85000,"41,800",0,0
TH-102919,17/06/2024,motorcycle,Central,38,35 to 44,16300,27000,"11,500",0,0
TH-102920,13/11/2023,motorcycle,Bangkok,27,25 to 34,9000,32000,"17,600",0,0
TH-102921,01/09/2024,personal,Northeast,28,25 to 34,17400,37000,"19,100",24,0
TH-102922,27/02/2025,auto,South,25,25 to 34,21800,62000,"49,000",0,0
TH-102923,14/04/2024,motorcycle,Northeast,43,35 to 44,32700,172000,"73,000",0,0
TH-102924,24/06/2024,personal,Northeast,30,25 to 34,42500,134000,"50,200",0,0
TH-102925,09/03/2023,personal,Bangkok,33,25 to 34,,77000,"37,300",88,1
TH-102926,24/05/2024,title_loan,Northeast,30,25 to 34,9600,20000,"6,000",0,0
TH-102927,31/07/2024,title_loan,Central,22,Under 25,13800,32000,"20,100",0,0
TH-102928,30/04/2023,home_improvement,Northeast,46,45 to 54,23200,60000,"53,400",0,0
TH-102929,23/03/2023,personal,Central,44,35 to 44,14900,27000,"14,300",23,0
TH-102930,08/01/2025,home_improvement,Bangkok,53,45 to 54,15500,32000,"22,500",0,0
TH-102931,24/04/2024,personal,Bangkok,40,35 to 44,9000,27000,"16,200",27,0
TH-102932,27/02/2023,auto,Northeast,50,45 to 54,9000,22000,,0,0
TH-102933,17/08/2023,title_loan,Bangkok,36,35 to 44,22600,89000,"58,700",0,0
TH-102934,13/05/2025,motorcycle,Central,40,35 to 44,76400,199000,"127,000",0,0
TH-102935,26/11/2023,auto,South,26,25 to 34,26500,50000,"8,200",0,0
TH-102936,14/02/2025,home_improvement,North,43,35 to 44,18900,50000,"37,900",0,0
TH-102937,21/04/2023,motorcycle,Central,35,35 to 44,10900,15000,"6,300",0,0
TH-102938,24/08/2023,personal,Bangkok,23,Under 25,38300,89000,"48,000",6,0
TH-102939,31/08/2023,motorcycle,North,25,25 to 34,12700,34000,"17,400",0,0
TH-102940,05/07/2023,motorcycle,Bangkok,30,25 to 34,9300,19000,"8,300",0,0
TH-102941,24/09/2024,personal,Northeast,28,25 to 34,13800,97000,"42,000",151,1
TH-102942,13/04/2023,auto,Central,25,25 to 34,20600,103000,"24,500",19,0
TH-102943,01/08/2023,motorcycle,Central,33,25 to 34,20900,70000,"52,300",0,0
TH-102944,19/11/2023,personal,Bangkok,54,45 to 54,12000,27000,"19,000",0,0
TH-102945,02/03/2023,motorcycle,Bangkok,37,35 to 44,,46000,"20,900",0,0
TH-102946,11/04/2025,personal,Bangkok,41,35 to 44,70900,245000,"89,700",0,0
TH-102947,18/05/2025,auto,Northeast,44,35 to 44,18400,54000,"13,700",0,0
TH-102948,14/07/2024,personal,North,50,45 to 54,9000,15000,"6,900",0,0
TH-102949,20/01/2024,home_improvement,Central,30,25 to 34,26700,46000,"14,800",0,0
TH-102950,12/11/2023,auto,South,52,45 to 54,13100,57000,"47,100",0,0
TH-102951,21/03/2025,motorcycle,North,24,Under 25,29300,51000,"37,300",0,0
TH-102952,01/09/2023,motorcycle,Bangkok,22,Under 25,15200,81000,"57,300",0,0
TH-102953,27/10/2023,personal,North,42,35 to 44,28600,49000,"29,000",0,0
TH-102954,15/06/2023,auto,North,22,Under 25,20700,55000,"36,900",0,0
TH-102955,21/11/2024,personal,Bangkok,38,35 to 44,23600,64000,"18,300",47,1
TH-102956,16/06/2023,motorcycle,Bangkok,40,35 to 44,47100,144000,"120,700",0,0
TH-102957,04/01/2025,motorcycle,Central,25,25 to 34,29400,58000,,0,0
TH-102958,18/05/2024,home_improvement,North,22,Under 25,13300,73000,"40,400",0,0
TH-102959,05/08/2023,motorcycle,South,21,Under 25,21700,24000,"10,600",0,0
TH-102960,29/11/2024,auto,North,32,25 to 34,13200,22000,"12,600",0,0
TH-102961,30/10/2024,motorcycle,Bangkok,21,Under 25,23100,30000,"18,200",0,0
TH-102962,05/05/2023,home_improvement,North,32,25 to 34,53200,141000,"73,500",0,0
TH-102963,21/01/2024,motorcycle,Bangkok,23,Under 25,13700,15000,"7,900",14,0
TH-102964,24/02/2025,home_improvement,North,37,35 to 44,21800,24000,"11,500",0,0
TH-102965,27/12/2024,auto,Central,51,45 to 54,11900,33000,"13,200",20,0
TH-102966,10/07/2023,motorcycle,Northeast,43,35 to 44,15500,21000,"10,000",7,0
TH-102967,07/08/2024,auto,Bangkok,36,35 to 44,,39000,"12,400",17,0
TH-102968,16/05/2023,motorcycle,Northeast,28,25 to 34,35500,223000,"201,900",145,1
TH-102969,04/03/2025,home_improvement,South,25,25 to 34,12300,22000,"17,900",0,0
TH-102970,05/02/2024,auto,Bangkok,38,35 to 44,26500,107000,"74,100",0,0
TH-102971,20/09/2023,personal,Central,50,45 to 54,,76000,"44,300",0,0
TH-102972,21/11/2024,personal,Central,42,35 to 44,22600,51000,"41,300",0,0
TH-102973,31/10/2024,auto,Northeast,28,25 to 34,75600,326000,"89,800",0,0
TH-102974,19/01/2024,home_improvement,North,49,45 to 54,20000,38000,"14,400",0,0
TH-102975,31/03/2025,home_improvement,Northeast,52,45 to 54,40000,141000,"100,900",0,0
TH-102976,12/11/2023,motorcycle,Bangkok,26,25 to 34,9000,26000,"18,500",0,0
TH-102977,22/05/2023,personal,Northeast,25,25 to 34,16400,41000,"12,200",0,0
TH-102978,23/02/2024,motorcycle,Bangkok,35,35 to 44,59300,217000,"90,100",0,0
TH-102979,07/03/2023,personal,Bangkok,33,25 to 34,22700,43000,"30,300",20,0
TH-102980,15/01/2023,motorcycle,North,44,35 to 44,14200,15000,"11,500",0,0
TH-102981,05/05/2023,personal,Bangkok,37,35 to 44,35400,52000,"40,300",0,0
TH-102982,10/02/2023,auto,Bangkok,22,Under 25,22900,70000,"52,100",8,0
TH-102983,11/07/2023,motorcycle,Bangkok,32,25 to 34,28400,56000,"45,200",0,0
TH-102984,10/12/2023,auto,North,29,25 to 34,9000,22000,"13,100",7,0
TH-102985,04/02/2024,auto,Central,24,Under 25,18200,70000,"35,200",0,0
TH-102986,09/03/2025,auto,Central,41,35 to 44,20300,55000,"19,800",0,0
TH-102987,09/03/2025,motorcycle,Bangkok,30,25 to 34,25200,39000,"14,700",0,0
TH-102988,10/02/2025,motorcycle,Bangkok,37,35 to 44,,35000,"17,500",0,0
TH-102989,13/12/2023,home_improvement,Bangkok,38,35 to 44,14000,48000,"38,300",0,0
TH-102990,02/02/2024,motorcycle,South,52,45 to 54,24700,66000,"43,400",0,0
TH-102991,28/07/2023,auto,Bangkok,32,25 to 34,16100,51000,"28,900",0,0
TH-102992,22/02/2023,home_improvement,Central,39,35 to 44,63900,313000,"203,400",0,0
TH-102993,09/01/2023,title_loan,Bangkok,53,45 to 54,,116000,"37,400",0,0
TH-102994,14/04/2025,personal,Bangkok,25,25 to 34,9000,21000,"3,300",23,0
TH-102995,01/12/2024,motorcycle,Central,29,25 to 34,29500,98000,"12,300",0,0
TH-102996,11/12/2024,motorcycle,Central,48,45 to 54,20900,36000,"31,100",0,0
TH-102997,23/05/2024,motorcycle,Bangkok,30,25 to 34,12400,39000,"16,500",0,0
TH-102998,20/05/2024,motorcycle,Central,39,35 to 44,13200,48000,"15,600",0,0
TH-102999,13/12/2024,personal,Bangkok,30,25 to 34,9000,44000,"31,900",0,0
TH-103000,27/03/2024,home_improvement,South,28,25 to 34,13500,32000,"11,100",0,0
TH-103001,20/02/2024,personal,South,42,35 to 44,36500,112000,"34,800",0,0
TH-103002,13/07/2023,home_improvement,South,31,25 to 34,14900,32000,"18,300",0,0
TH-103003,13/12/2023,motorcycle,Bangkok,37,35 to 44,19700,77000,"36,200",0,0
TH-103004,06/11/2023,title_loan,Bangkok,35,35 to 44,30600,81000,"52,300",0,0
TH-103005,03/03/2024,personal,Central,24,Under 25,28000,193000,"107,800",0,0
TH-103006,09/01/2023,home_improvement,Bangkok,26,25 to 34,9000,15000,"10,500",25,0
TH-103007,17/02/2024,motorcycle,North,51,45 to 54,19400,42000,"15,500",0,0
TH-103008,29/12/2023,auto,Central,47,45 to 54,18400,62000,"47,400",0,0
TH-103009,23/01/2025,personal,Central,38,35 to 44,54600,182000,"29,400",0,0
TH-103010,26/03/2025,title_loan,South,38,35 to 44,23700,47000,"14,700",0,0
TH-103011,14/03/2025,title_loan,Bangkok,35,35 to 44,19100,15000,"11,800",0,0
TH-103012,11/01/2025,motorcycle,Central,43,35 to 44,25500,45000,"32,500",0,0
TH-103013,11/06/2024,motorcycle,Northeast,32,25 to 34,10600,25000,"16,300",0,0
TH-103014,17/05/2024,motorcycle,Bangkok,40,35 to 44,17300,48000,"30,400",0,0
TH-103015,09/08/2023,motorcycle,Bangkok,30,25 to 34,20100,43000,"27,200",0,0
TH-103016,07/07/2024,home_improvement,Bangkok,22,Under 25,28400,47000,"30,200",0,0
TH-103017,03/03/2024,auto,Central,33,25 to 34,10900,36000,"29,200",0,0
TH-103018,17/03/2025,motorcycle,Central,34,25 to 34,22000,71000,"12,200",0,0
TH-103019,07/02/2024,personal,North,41,35 to 44,25300,87000,"53,200",0,0
TH-103020,15/12/2023,auto,South,33,25 to 34,59400,79000,"36,300",0,0
TH-103021,04/05/2025,motorcycle,Bangkok,32,25 to 34,16000,24000,"8,700",26,0
TH-103022,17/02/2023,auto,Central,38,35 to 44,18700,100000,"23,600",0,0
TH-103023,01/09/2024,title_loan,Central,28,25 to 34,11400,29000,"14,600",0,0
TH-103024,30/12/2024,personal,Bangkok,32,25 to 34,22800,59000,"14,200",0,0
TH-103025,10/03/2024,motorcycle,Northeast,34,25 to 34,34600,48000,"33,900",0,0
TH-103026,06/05/2023,personal,Central,31,25 to 34,16300,40000,"30,500",0,0
TH-103027,21/09/2024,personal,South,34,25 to 34,10400,31000,"20,200",0,0
TH-103028,17/02/2024,motorcycle,South,43,35 to 44,21300,42000,"28,000",0,0
TH-103029,25/08/2024,motorcycle,Bangkok,25,25 to 34,,70000,"20,900",0,0
TH-103030,03/10/2024,home_improvement,Bangkok,42,35 to 44,33800,101000,"35,800",0,0
TH-103031,20/10/2023,auto,South,44,35 to 44,19700,36000,"17,100",0,0
TH-103032,02/11/2024,personal,Northeast,56,55 and over,51500,142000,"74,900",166,1
TH-103033,03/11/2024,personal,Bangkok,51,45 to 54,34800,163000,"109,300",0,0
TH-103034,03/08/2023,personal,Bangkok,40,35 to 44,25900,44000,"21,800",0,0
TH-103035,19/11/2024,motorcycle,South,32,25 to 34,11800,31000,"22,800",0,0
TH-103036,03/09/2024,motorcycle,Northeast,44,35 to 44,59200,91000,"59,900",0,0
TH-103037,26/03/2024,motorcycle,Northeast,45,45 to 54,43800,152000,"138,100",0,0
TH-103038,25/03/2024,auto,Bangkok,29,25 to 34,19600,44000,"24,600",0,0
TH-103039,28/03/2025,motorcycle,Bangkok,51,45 to 54,18200,39000,"17,900",0,0
TH-103040,03/10/2023,personal,South,24,Under 25,79700,113000,"75,100",0,0
TH-103041,07/06/2023,motorcycle,South,34,25 to 34,17400,45000,"24,500",0,0
