account_id,bureau_pull_date,bureau_score,active_facilities,total_outstanding,worst_status_12m,enquiries_6m
A106020,2022-06-22,850,1,28131,0,0
A106021,2022-01-18,725,5,57304,0,0
A106022,2024-10-14,571,1,109519,1,1
A106023,2023-02-11,813,1,76532,1,0
A106024,2023-12-21,769,4,128094,0,0
A106026,2024-05-18,850,4,73221,0,0
A106027,2024-09-24,680,1,215424,1,0
A106028,2023-02-12,850,3,189587,1,0
A106029,2024-04-23,850,2,553166,0,0
A106030,2022-07-07,765,3,482858,0,0
A106031,2023-07-07,850,2,168654,0,0
A106032,2022-07-30,850,5,71502,2,0
A106033,2022-06-28,780,0,159696,0,0
A106034,2024-10-20,805,5,221293,1,0
A106036,2024-02-14,603,2,195143,0,0
A106037,2024-09-27,583,1,61279,0,1
A106038,2023-07-20,770,0,93415,0,0
A106038,2023-06-22,788,1,595024,0,0
A106039,2024-07-04,675,6,46272,0,0
A106040,2025-07-09,690,0,142099,2,0
A106041,2024-03-22,716,0,211599,0,0
A106042,2024-03-09,850,3,14131,0,0
A106043,2024-05-19,839,3,102806,0,0
A106044,2023-09-27,826,2,244184,0,0
A106046,2025-09-04,713,3,473011,1,0
A106047,2025-09-08,730,3,85086,0,0
A106048,2023-01-04,781,1,139352,2,0
A106050,2025-04-09,733,0,199512,0,0
A106051,2025-02-13,657,3,164133,0,0
A106052,2022-09-05,850,4,214760,0,0
A106053,2024-11-15,850,1,597514,0,0
A106054,2023-09-06,837,4,154124,1,0
A106055,2022-01-03,735,1,235649,1,0
A106056,2023-01-08,702,3,176268,1,0
A106057,2025-10-15,803,3,278470,0,0
A106058,2022-05-14,556,3,48399,0,0
A106059,2022-10-22,850,3,131026,1,0
A106060,2022-09-02,850,0,77085,0,0
A106061,2025-11-09,850,1,261844,0,0
A106062,2025-05-06,750,5,278482,0,0
A106063,2025-08-01,757,0,476509,0,0
A106064,2025-09-29,697,2,673578,0,1
A106065,2022-03-24,601,2,292258,0,0
A106066,2025-01-27,715,3,419095,0,0
A106067,2022-11-14,850,3,53492,0,0
A106068,2023-01-14,850,2,150258,2,0
A106068,2022-12-12,729,3,163969,1,0
A106069,2022-04-03,846,3,193489,0,0
A106070,2022-01-22,792,2,686980,0,0
A106071,2024-11-19,696,2,143838,1,0
A106072,2022-03-22,848,4,372129,0,0
A106073,2023-08-18,769,1,403595,0,0
A106074,2024-09-08,769,1,353702,1,0
A106075,2022-04-28,657,2,222180,1,1
A106076,2023-05-29,754,2,94711,0,0
A106077,2023-07-20,720,5,115671,0,0
A106078,2023-05-08,746,0,26299,0,0
A106079,2025-05-28,850,0,155001,0,0
A106081,2023-10-29,769,2,133583,1,0
A106082,2024-06-06,676,4,507680,2,0
A106083,2024-01-16,696,4,115162,0,0
A106084,2023-07-16,850,5,164398,1,0
A106085,2023-01-04,850,4,35501,0,0
A106086,2024-01-16,838,3,91732,1,0
A106087,2024-05-20,775,3,338612,0,0
A106088,2022-05-23,776,3,129779,0,0
A106089,2022-04-11,748,2,18303,0,0
A106090,2023-08-01,772,1,112515,0,1
A106091,2022-11-09,847,0,28786,0,0
A106092,2022-09-28,698,0,35625,3,0
A106093,2023-03-14,850,6,77890,0,0
A106093,2023-02-15,711,0,448503,0,0
A106094,2024-06-22,522,2,68376,0,0
A106095,2023-01-25,739,0,133376,0,0
A106096,2024-07-14,728,0,82680,0,0
A106098,2023-04-24,792,3,477398,1,0
A106099,2022-07-12,761,4,1123519,0,0
A106100,2024-04-09,746,5,455614,0,0
A106101,2025-07-03,850,4,1047137,0,0
A106101,2025-06-03,841,0,738017,1,0
A106102,2025-04-29,831,1,329228,1,0
A106103,2024-03-22,850,4,49842,0,0
A106104,2024-01-21,826,5,193011,1,0
A106105,2025-08-27,708,1,30141,0,0
A106106,2023-06-23,717,4,289150,1,0
A106107,2023-06-13,653,2,86301,0,0
A106108,2025-05-16,850,0,35665,2,0
A106109,2025-11-18,744,0,129003,0,0
A106110,2023-12-24,686,2,70010,0,0
A106112,2024-03-22,850,4,90219,1,0
A106113,2022-07-08,808,2,146107,0,0
A106114,2025-02-16,779,1,316550,1,0
A106115,2023-10-24,850,3,208840,3,2
A106116,2022-08-01,850,0,213648,0,0
A106117,2022-12-20,696,2,479977,0,0
A106118,2023-12-01,773,0,390538,1,0
A106119,2022-02-13,820,2,237854,0,0
A106120,2023-03-29,766,3,444609,0,0
A106121,2022-12-22,692,4,104230,0,0
A106122,2024-08-09,786,0,208495,0,0
A106123,2022-07-02,709,1,161375,3,0
A106124,2022-07-27,820,2,159488,0,0
A106125,2022-04-07,850,3,252346,0,0
A106126,2025-11-29,850,3,156725,0,0
A106128,2024-11-12,641,0,81711,0,0
A106129,2024-07-28,627,2,167092,1,0
A106130,2025-02-02,850,3,100668,0,0
A106131,2022-07-08,805,3,103031,0,0
A106132,2023-12-11,702,2,670379,0,0
A106134,2023-12-19,785,1,284767,2,0
A106135,2025-11-24,715,4,179194,1,0
A106136,2024-07-11,737,1,197109,0,0
A106137,2022-09-27,723,5,72113,0,0
A106138,2024-09-03,726,0,131154,0,1
A106139,2023-02-13,850,2,113907,0,0
A106140,2023-06-12,707,4,189819,0,0
A106141,2024-12-15,850,3,86717,0,0
A106142,2022-05-14,834,2,146717,0,0
A106143,2023-03-09,850,2,19703,1,0
A106144,2023-04-04,850,1,388927,0,0
A106145,2022-12-25,753,4,646636,0,0
A106146,2025-09-24,791,6,231177,0,0
A106147,2023-04-30,800,0,597693,0,0
A106148,2024-04-22,850,1,126574,0,0
A106148,2024-03-23,849,2,127377,0,0
A106149,2025-07-22,738,0,295414,2,0
A106150,2022-04-12,839,2,290488,0,0
A106151,2024-10-26,815,3,41261,0,0
A106152,2023-05-12,673,1,111420,1,0
A106154,2025-04-21,725,5,71524,0,0
A106155,2022-03-30,850,3,159610,0,0
A106156,2024-11-21,850,0,64718,0,0
A106157,2024-09-20,749,3,58021,0,0
A106158,2023-02-05,773,2,428488,0,0
A106159,2023-05-29,771,4,88540,0,0
A106160,2022-05-06,850,1,53853,0,0
A106161,2023-09-07,850,3,345298,0,0
A106162,2022-10-18,850,4,113768,1,0
A106163,2022-08-03,850,4,69002,0,0
A106164,2024-12-23,767,0,143326,0,0
A106165,2023-06-28,672,2,496382,1,0
A106166,2023-06-28,661,0,373602,0,0
A106167,2025-08-08,850,4,78281,3,0
A106168,2025-08-24,823,2,81853,1,0
A106169,2024-10-16,850,0,45739,0,0
A106170,2023-12-02,680,0,64423,1,0
A106171,2025-03-28,779,1,159819,0,0
A106172,2025-11-04,850,4,516116,0,0
A106173,2024-06-21,722,3,61533,0,0
A106174,2025-12-23,498,3,160468,1,0
A106175,2024-11-26,707,3,223204,0,0
A106176,2025-06-07,794,3,49140,0,0
A106177,2025-06-26,792,2,200098,2,0
A106178,2023-04-04,822,5,193114,0,0
A106179,2024-08-16,739,4,85808,0,0
A106180,2024-12-08,838,2,121654,0,0
A106181,2025-03-09,642,0,49752,0,0
A106181,2025-02-06,807,2,129837,0,0
A106182,2022-04-07,653,4,60967,0,0
A106183,2023-09-05,792,2,138397,0,1
A106184,2025-05-01,674,3,234654,0,0
A106185,2023-03-25,776,0,107883,0,0
A106186,2024-04-08,850,3,248084,0,0
A106188,2024-10-31,850,2,62261,0,0
A106189,2025-01-18,834,1,495611,0,0
A106190,2023-09-13,824,4,39556,0,0
A106191,2022-03-03,844,5,150600,0,0
A106192,2024-11-24,850,1,554330,0,0
A106194,2025-04-04,663,2,108006,0,0
A106195,2022-02-27,658,1,70478,1,0
A106196,2025-12-27,850,0,576922,0,0
A106197,2022-11-19,702,0,584708,1,0
A106198,2023-06-28,627,2,60722,0,0
A106200,2024-01-20,653,1,218570,0,0
A106201,2022-02-03,704,0,138720,0,0
A106202,2022-04-22,804,0,244767,0,0
A106203,2025-12-02,786,4,417275,0,0
A106205,2024-07-19,850,1,203801,0,0
A106206,2025-10-23,836,1,163335,0,0
A106207,2023-11-14,730,2,183070,0,0
A106208,2022-07-01,850,4,1781446,0,0
A106209,2024-07-18,850,0,75616,0,0
A106210,2025-07-11,691,3,233994,0,0
A106212,2022-10-11,770,1,72825,0,0
A106213,2024-03-04,696,2,179325,0,0
A106214,2025-04-19,706,0,107686,0,0
A106215,2024-07-11,815,3,168952,3,0
A106216,2023-12-09,837,3,1002286,0,0
A106216,2023-11-11,850,0,90268,0,0
A106217,2024-03-29,850,3,68427,0,0
A106218,2024-02-04,787,4,124251,0,0
A106219,2023-11-10,796,1,94535,2,0
A106220,2024-03-15,834,0,38816,0,0
A106221,2025-02-28,569,4,137844,0,0
A106222,2024-04-02,850,0,169175,0,0
A106223,2024-05-30,816,3,681651,0,1
A106224,2022-03-10,850,1,72538,2,0
A106225,2024-09-12,612,2,406177,0,0
A106226,2025-08-09,746,2,260388,0,0
A106227,2025-02-23,850,1,222233,1,0
A106228,2023-06-24,721,2,155830,0,0
A106229,2023-02-24,676,1,230105,0,1
A106230,2024-03-28,734,2,356804,0,0
A106231,2025-01-09,518,2,67684,0,0
A106232,2025-11-20,733,3,187032,0,0
A106233,2025-06-18,850,1,182976,1,0
A106234,2025-12-27,850,5,215499,2,0
A106235,2025-03-18,808,3,297064,0,0
A106236,2022-02-25,735,6,335081,2,0
A106237,2023-07-24,538,3,56357,0,0
A106238,2022-03-29,722,0,115384,0,0
A106239,2025-08-10,658,2,532697,0,0
A106240,2023-01-01,643,1,58390,2,0
A106241,2023-07-08,753,3,230247,0,1
A106242,2024-07-13,558,0,255823,0,0
A106243,2022-03-03,754,1,1007102,0,0
A106244,2025-11-08,850,1,336259,0,0
A106245,2024-11-24,838,0,259127,0,0
A106246,2025-07-23,688,1,12729,0,1
A106247,2025-12-14,850,0,58822,0,0
A106248,2025-04-09,638,5,90571,0,0
A106249,2025-11-11,802,1,176635,0,0
A106250,2025-03-25,709,2,349037,0,0
A106251,2022-10-30,802,3,67879,0,0
A106252,2024-12-02,825,2,46110,0,0
A106253,2023-03-14,623,4,227083,0,0
A106254,2023-10-01,706,1,546395,0,0
A106255,2025-09-19,714,4,130511,1,0
A106256,2023-06-28,825,3,600195,0,0
A106257,2023-04-05,850,2,498665,0,0
A106258,2023-05-04,850,0,250510,0,0
A106259,2024-04-18,850,2,373585,0,0
A106260,2022-05-13,850,3,52772,0,0
A106260,2022-04-14,672,0,1564203,0,0
A106261,2023-11-19,715,0,91210,0,0
A106262,2023-06-16,850,4,93571,0,0
A106263,2022-09-21,660,3,50326,0,0
A106264,2024-08-28,822,2,372325,0,0
A106265,2025-04-29,850,3,693739,1,0
A106266,2023-12-08,768,2,97324,0,0
A106267,2022-09-08,850,0,144391,0,0
A106268,2023-10-03,850,1,112312,0,0
A106268,2023-09-01,850,4,142620,0,0
A106269,2023-09-28,850,0,271463,1,0
A106270,2025-03-02,759,1,297772,0,0
A106272,2025-03-03,850,3,145684,1,0
A106273,2025-07-23,740,2,116042,1,0
A106274,2022-09-16,798,3,198287,0,0
A106276,2023-08-07,839,0,636137,1,0
A106277,2024-12-28,850,2,481039,3,0
A106278,2022-04-07,774,0,221178,1,0
A106280,2022-05-15,704,4,97090,3,0
A106282,2024-08-31,850,2,254169,1,0
A106283,2024-12-05,850,0,150962,0,0
A106285,2022-06-23,830,1,683991,0,0
A106286,2022-07-13,776,2,1764788,3,0
A106287,2025-04-20,633,4,73365,0,0
A106288,2024-10-09,708,6,282392,0,0
A106289,2025-08-25,850,0,327644,0,0
A106290,2024-01-18,647,1,39820,0,0
A106290,2023-12-21,850,0,158742,0,0
A106291,2025-07-22,712,3,66372,0,0
A106292,2023-04-07,840,0,138546,0,0
A106293,2024-04-24,714,4,90348,1,0
A106295,2024-10-25,672,4,134372,1,1
A106296,2025-03-22,769,0,415112,0,1
A106297,2023-12-01,828,3,458555,0,0
A106298,2022-12-26,685,3,78530,1,0
A106299,2022-07-10,850,3,153467,0,0
A106300,2024-02-08,850,0,69387,0,0
A106301,2023-02-21,592,3,121214,0,0
A106303,2025-08-17,850,3,154529,0,0
A106304,2025-06-18,776,2,102033,0,0
A106305,2023-04-14,850,1,446605,3,0
A106306,2022-04-04,850,2,705271,0,0
A106307,2023-05-07,850,2,178665,0,0
A106308,2025-03-27,683,3,148832,2,0
A106309,2022-08-28,850,3,91407,0,0
A106309,2022-07-27,552,1,371426,0,1
A106310,2024-04-28,768,1,64001,0,0
A106311,2022-11-26,850,1,303270,0,0
A106312,2025-09-10,812,3,348313,0,0
A106313,2022-07-30,850,1,98030,0,0
A106314,2025-05-10,849,1,169495,1,0
A106315,2024-05-03,727,0,854583,1,0
A106316,2023-06-30,850,0,72900,1,0
A106317,2024-08-23,829,3,783707,0,0
A106320,2025-02-15,779,1,36645,0,0
A106321,2025-01-25,849,3,430361,0,0
A106323,2025-03-15,845,7,122661,0,0
A106324,2023-05-09,674,2,135324,1,0
A106325,2023-01-06,605,4,74877,0,0
A106326,2022-11-15,822,2,369637,0,0
A106327,2023-09-27,662,4,33565,0,0
A106329,2022-11-11,736,1,35571,2,0
A106330,2024-07-08,844,5,33208,0,0
A106331,2023-11-19,719,0,157825,1,0
A106332,2024-05-16,817,4,171303,2,1
A106333,2025-02-09,811,4,193246,1,0
A106334,2025-02-10,818,3,288748,0,0
A106335,2025-01-01,553,4,58723,0,0
A106335,2024-12-03,792,2,510437,0,0
A106336,2022-12-10,813,1,51051,0,0
A106337,2024-09-07,833,4,461286,0,0
A106338,2022-09-02,772,0,440715,3,0
A106339,2023-02-20,786,0,71987,0,0
A106340,2025-04-27,691,1,1408559,0,0
A106341,2025-04-09,812,1,136815,0,0
A106342,2024-10-31,714,4,197183,0,0
A106343,2023-07-21,802,1,329649,0,0
A106344,2025-01-01,708,3,340697,0,0
A106344,2024-11-30,837,3,129119,0,0
A106346,2025-03-27,820,0,152198,1,0
A106347,2024-04-09,850,2,156019,0,0
A106348,2022-06-12,812,3,424298,0,0
A106349,2022-01-01,781,1,134098,0,0
A106351,2022-08-17,832,0,206317,0,0
A106352,2024-04-11,741,2,531620,0,0
A106354,2022-10-22,694,4,122067,1,0
A106357,2023-10-13,850,1,94269,0,0
A106358,2025-01-09,629,5,345763,0,0
A106359,2022-02-07,850,1,342274,0,0
A106360,2023-11-15,711,2,252267,0,0
A106361,2023-03-27,819,1,135299,2,0
A106362,2025-06-18,832,2,1282977,0,0
A106364,2023-08-27,814,2,365728,0,0
A106365,2024-09-03,850,2,127197,0,0
A106366,2023-08-13,839,2,568595,0,1
A106367,2022-06-25,829,5,115080,0,0
A106367,2022-05-26,617,4,204276,3,0
A106368,2023-01-29,769,4,641516,0,0
A106370,2022-01-20,850,0,530837,0,0
A106371,2024-12-26,787,1,791683,1,0
A106372,2023-06-09,850,2,95252,0,0
A106373,2025-01-13,815,0,146463,0,0
A106374,2024-11-26,678,1,273307,0,0
A106375,2024-07-03,850,3,150974,2,0
A106376,2023-07-09,593,2,191661,3,0
A106377,2025-07-25,587,2,416882,0,0
A106378,2025-12-29,740,2,447522,0,0
A106379,2024-03-11,765,1,136610,1,0
A106381,2023-06-14,625,1,78096,1,1
A106384,2022-07-30,850,1,331189,0,0
A106385,2025-05-18,756,4,263878,0,0
A106386,2022-12-05,650,1,1097174,0,0
A106387,2025-03-22,699,4,456094,0,0
A106387,2025-02-20,850,4,66812,0,0
A106388,2024-01-30,724,1,386005,0,0
A106389,2024-03-06,850,4,133743,0,0
A106390,2022-06-26,699,2,45851,2,0
A106391,2023-12-09,794,3,185014,1,0
A106392,2023-06-24,640,2,753348,0,0
A106393,2023-05-14,729,0,409702,0,0
A106393,2023-04-14,719,2,56841,2,0
A106394,2022-10-28,803,1,372144,0,0
A106395,2024-02-11,850,2,87251,0,0
A106396,2022-05-28,750,3,189652,0,0
A106398,2025-05-12,850,0,158348,0,0
A106399,2024-08-20,684,1,191775,1,0
A106400,2022-12-11,850,2,405921,1,0
A106402,2023-03-03,850,2,364011,0,0
A106403,2023-01-02,727,0,173570,1,0
A106404,2024-11-01,850,2,680875,0,0
A106405,2022-11-10,798,3,127918,0,0
A106406,2024-02-20,764,3,166748,0,0
A106407,2022-03-19,841,0,422416,0,0
A106408,2024-01-31,808,1,278404,0,0
A106408,2024-01-01,850,2,118091,0,0
A106409,2024-09-05,850,3,60326,0,0
A106411,2025-09-24,753,3,643352,0,0
A106412,2023-12-15,656,0,154145,0,1
A106413,2022-06-16,763,1,244749,2,0
A106414,2024-05-09,850,3,306606,0,0
A106415,2023-03-18,777,0,313290,1,0
A106417,2022-09-03,838,1,430467,0,0
A106418,2025-11-19,774,1,297246,0,0
A106419,2025-04-27,772,4,261795,1,0
A106421,2022-06-18,850,1,411716,0,0
A106422,2023-02-05,819,0,95724,0,0
A106423,2024-03-20,811,3,240403,3,0
A106424,2023-08-29,764,2,108931,0,0
A106425,2025-06-24,798,2,186121,0,0
A106425,2025-05-23,742,2,242059,0,0
A106426,2024-01-26,850,5,397540,0,0
A106427,2025-06-01,754,2,152123,0,0
A106428,2023-12-24,634,2,20385,0,0
A106429,2025-07-28,850,3,343346,2,0
A106429,2025-06-25,812,0,460265,1,0
A106430,2023-08-21,747,5,157054,3,0
A106430,2023-07-21,850,2,247556,0,0
A106431,2022-08-23,778,2,281295,1,0
A106432,2023-11-14,734,6,101039,2,0
A106433,2023-08-13,710,0,99995,0,0
A106434,2025-08-14,850,4,73805,0,0
A106435,2022-06-28,625,1,102780,0,0
A106436,2025-07-16,826,1,182635,0,2
A106437,2024-05-23,772,4,406503,0,0
A106438,2022-07-08,835,2,155349,1,0
A106439,2024-02-26,569,0,169441,0,0
A106440,2022-05-01,764,3,178246,0,0
A106441,2025-10-26,693,2,38229,1,0
A106442,2023-06-11,826,3,586294,0,0
A106443,2022-01-17,658,0,132017,1,1
A106444,2023-01-18,850,1,168908,0,0
A106445,2025-11-30,724,0,246412,1,0
A106446,2024-04-14,778,3,98200,0,0
A106447,2025-04-09,850,0,242771,0,0
A106448,2024-03-09,850,1,87527,0,0
A106450,2024-09-06,850,4,515770,0,0
A106451,2024-02-01,761,1,114178,0,0
A106452,2023-01-24,697,3,138777,0,0
A106454,2025-08-23,844,4,143843,1,0
A106455,2022-05-03,751,5,205937,2,0
A106456,2022-11-09,734,5,22481,0,0
A106457,2022-06-01,726,1,202119,0,0
A106458,2025-06-27,813,1,220672,0,0
A106459,2025-11-14,800,5,389605,0,0
A106460,2024-07-14,850,0,17434,1,0
A106461,2025-09-21,850,1,287224,0,0
A106463,2024-07-10,779,0,104208,2,0
A106464,2024-04-10,850,2,100648,0,1
A106465,2024-06-06,785,2,160249,0,0
A106466,2024-09-21,680,0,239970,0,0
A106467,2025-09-17,721,2,430983,1,0
A106468,2022-08-27,695,4,612931,1,0
A106469,2025-03-01,804,5,89118,0,0
A106470,2022-03-28,733,6,144458,0,0
A106471,2024-01-15,821,0,342625,1,0
A106472,2023-08-01,645,3,311152,0,0
A106473,2023-06-29,575,3,93999,1,1
A106474,2023-04-04,668,4,136198,0,0
A106474,2023-03-04,784,0,64462,0,0
A106475,2022-11-07,747,3,226315,0,1
A106476,2024-03-08,669,0,145343,0,0
A106477,2022-05-06,755,2,156639,0,0
A106478,2023-09-28,696,5,107803,0,0
A106479,2025-10-18,754,3,94297,0,0
A106479,2025-09-17,808,2,110131,0,0
A106480,2023-06-12,850,4,249412,1,0
A106481,2022-12-30,811,1,219400,0,0
A106483,2025-07-09,825,1,14426,0,0
A106484,2024-03-14,850,2,439183,0,0
A106485,2024-09-26,850,5,61482,2,0
A106486,2023-03-31,724,2,219463,2,0
A106487,2025-09-21,635,1,105028,0,0
A106488,2022-01-22,546,2,106351,1,0
A106489,2022-12-13,850,6,129961,0,0
A106490,2022-12-22,850,2,144903,0,0
A106491,2022-12-08,850,2,508283,1,0
A106492,2025-03-02,772,3,384443,0,0
A106493,2025-08-22,750,4,57647,0,0
A106494,2024-11-05,841,4,44278,1,0
A106495,2023-12-31,742,1,843410,1,1
A106496,2022-03-08,850,4,587203,0,0
A106497,2024-05-06,693,3,118830,0,0
A106498,2023-07-18,850,1,63833,3,0
A106499,2022-12-08,680,2,243224,1,0
A106500,2022-06-17,655,5,714630,1,0
A106500,2022-05-18,714,2,161955,0,0
A106501,2024-05-25,815,3,76431,0,0
A106502,2022-04-01,615,2,788033,0,0
A106503,2023-01-08,823,5,79803,1,0
A106506,2024-04-14,810,1,51157,1,0
A106507,2023-12-27,818,0,947947,0,0
A106508,2023-09-14,671,0,144422,0,0
A106510,2022-02-02,817,0,120329,0,0
A106511,2023-11-06,850,0,982641,0,0
A106512,2022-05-13,850,3,126867,1,0
A106513,2025-09-21,805,2,344605,0,0
A106513,2025-08-19,780,4,352187,0,0
A106514,2022-07-18,843,1,39962,0,0
A106515,2024-04-04,669,0,50883,2,0
A106516,2022-05-12,819,2,99009,0,1
A106517,2023-04-16,850,4,247645,0,0
A106518,2022-07-27,849,1,203534,0,0
A106519,2025-08-22,611,0,346692,0,0
A106520,2022-08-08,842,2,186895,0,0
A106521,2023-11-15,850,2,273992,0,0
A106522,2025-11-23,711,3,66801,1,0
A106524,2022-02-13,698,3,39202,0,0
A106525,2023-08-14,697,3,674829,0,0
A106526,2022-12-18,686,3,89341,0,0
A106527,2025-02-14,769,0,98923,0,0
A106528,2022-09-29,850,0,212321,1,0
A106529,2023-12-17,832,3,674280,0,0
A106530,2024-05-14,850,2,139547,0,0
A106531,2023-12-09,730,1,195405,0,0
A106532,2024-11-16,847,1,194117,1,1
A106533,2023-06-14,850,4,133236,0,0
A106533,2023-05-15,691,1,517836,0,0
A106534,2022-05-28,798,4,212457,1,0
A106535,2023-03-11,805,2,211125,1,1
A106536,2025-03-07,848,4,515456,0,0
A106537,2025-09-06,667,2,216276,0,2
A106538,2024-07-25,798,1,50443,0,0
A106539,2022-02-05,729,3,242653,0,0
A106540,2025-04-26,803,1,675425,2,0
A106541,2023-07-29,850,2,50072,1,0
A106542,2022-06-30,809,0,316720,1,0
A106543,2025-10-31,764,4,489692,0,0
A106544,2025-05-04,754,2,208466,3,0
A106545,2024-03-29,725,1,488875,0,0
A106547,2022-02-01,850,4,405357,0,0
A106548,2025-03-22,850,0,295490,0,0
A106549,2022-02-10,740,1,808704,0,0
A106550,2022-01-25,836,3,101855,0,0
A106551,2024-09-22,850,0,35753,0,0
A106553,2023-02-10,829,0,273337,0,0
A106555,2025-09-15,654,5,70016,0,0
A106556,2022-08-20,767,4,15378,1,0
A106557,2022-08-10,668,0,431728,0,0
A106558,2023-05-18,850,0,344600,0,0
A106559,2025-11-07,850,3,111498,1,0
A106560,2024-03-08,645,1,108065,0,0
A106561,2023-02-27,850,5,304452,0,0
A106562,2023-12-27,715,6,540923,1,0
A106563,2022-12-13,846,4,110593,1,0
A106564,2022-04-05,850,2,77215,2,0
A106565,2024-01-04,850,3,114220,0,0
A106566,2022-06-20,748,0,179030,0,0
A106567,2024-10-29,850,4,624615,0,0
A106568,2024-02-04,820,3,271533,0,0
A106569,2022-12-21,728,4,220253,0,0
A106571,2025-02-24,649,2,251641,0,0
A106572,2023-06-04,850,2,374954,1,0
A106573,2023-01-04,715,1,170203,0,1
A106574,2025-08-12,644,2,248428,0,0
A106575,2022-12-08,731,4,61656,0,0
A106576,2022-09-02,848,0,91592,2,0
A106577,2023-04-08,827,0,336183,0,0
A106578,2023-11-29,635,1,320938,1,0
A106579,2023-02-19,768,3,312227,0,0
A106580,2023-10-14,702,3,158602,0,0
A106581,2023-04-19,746,5,128255,0,0
A106582,2025-12-07,679,2,126074,3,1
A106583,2023-11-09,849,4,178276,1,0
A106584,2024-04-15,766,2,184343,1,0
A106585,2023-05-04,784,2,409402,2,0
A106586,2024-06-03,660,3,35337,0,0
A106587,2023-03-29,656,9,305227,0,0
A106588,2025-05-31,830,1,227104,0,0
A106589,2022-07-24,850,2,39904,0,0
A106590,2025-01-31,786,4,392567,0,0
A106591,2023-09-29,850,2,130767,0,0
A106591,2023-08-29,692,2,133552,0,0
A106592,2022-07-30,569,4,451669,0,1
A106593,2025-01-28,704,0,121746,0,0
A106594,2022-12-31,850,3,59021,2,0
A106595,2022-09-28,639,2,30684,0,1
A106596,2025-02-21,574,2,924689,0,0
A106597,2022-09-22,768,3,325822,0,0
A106597,2022-08-25,850,2,276047,0,0
A106599,2025-10-05,807,3,64575,1,0
A106600,2024-08-06,810,2,506390,2,0
A106601,2025-04-17,850,1,71151,0,0
A106602,2024-05-22,850,0,521451,0,0
A106603,2025-08-16,850,2,105953,0,0
A106604,2025-10-06,816,2,68726,1,0
A106605,2024-07-18,609,2,126798,0,0
A106606,2022-08-15,850,1,291289,0,0
A106607,2025-04-19,831,4,100939,0,0
A106608,2024-05-26,806,0,85783,0,0
A106609,2025-02-19,850,4,207500,1,0
A106610,2022-11-04,844,3,373194,0,0
A106611,2022-10-12,658,0,59907,0,1
A106612,2022-04-25,850,2,68656,0,0
A106613,2022-09-29,761,2,117853,1,1
A106614,2023-07-16,713,0,180481,0,0
A106615,2023-01-06,830,0,60835,1,0
A106616,2025-07-17,850,3,140495,0,1
A106617,2025-10-18,810,3,65273,0,0
A106618,2025-05-06,696,2,40616,0,0
A106619,2025-04-11,850,1,70673,1,0
A106620,2023-01-05,704,4,213732,0,0
A106621,2024-05-21,850,3,86205,0,0
A106622,2023-10-10,850,1,190416,0,0
A106623,2023-11-22,850,5,123945,0,0
A106624,2024-03-29,817,3,61976,0,0
A106624,2024-02-28,746,2,519670,0,0
A106625,2023-03-02,721,2,36950,2,0
A106627,2023-03-20,737,2,476982,0,0
A106628,2023-03-19,767,3,247830,0,0
A106629,2022-12-13,806,1,251814,0,0
A106630,2025-04-01,808,2,367439,0,0
A106631,2025-04-15,663,0,208629,0,0
A106633,2024-03-23,792,3,192078,0,0
A106634,2023-09-11,585,2,149408,0,0
A106635,2024-06-08,850,0,315420,0,0
A106635,2024-05-09,850,2,62404,0,0
A106636,2022-05-24,748,0,328954,0,0
A106636,2022-04-25,783,2,235052,0,0
A106637,2025-12-26,663,3,54098,0,0
A106638,2024-01-02,850,2,134839,0,0
A106639,2023-05-04,709,3,222778,0,0
A106640,2024-12-13,700,2,174929,0,0
A106642,2023-08-03,822,1,21861,0,0
A106643,2023-05-04,850,1,104048,0,0
A106644,2023-03-14,811,0,142566,2,0
A106645,2024-01-29,850,0,35201,1,0
A106646,2023-02-01,727,3,668584,0,0
A106647,2024-10-23,730,0,111226,0,0
A106648,2025-09-17,850,1,73883,0,0
A106649,2022-09-06,829,1,44455,0,0
A106650,2023-02-25,713,2,133994,0,0
A106652,2023-08-04,850,3,27903,3,0
A106653,2022-05-18,850,2,35031,1,0
A106654,2025-10-04,850,1,26170,0,0
A106656,2023-09-11,689,2,348821,1,0
A106657,2023-05-20,850,5,1720399,0,0
A106658,2025-04-21,771,3,491708,2,0
A106659,2024-12-09,740,2,190403,2,3
A106660,2023-02-25,775,3,238028,0,0
A106661,2025-09-04,759,3,718922,0,0
A106662,2024-04-09,770,0,348432,0,0
A106663,2024-03-26,722,6,646251,0,0
A106664,2022-12-17,547,1,98600,3,0
A106666,2025-09-23,724,6,122756,0,0
A106667,2022-09-16,621,1,385151,0,0
A106668,2024-09-07,639,4,110989,0,0
A106669,2022-08-05,850,2,227705,0,0
A106670,2025-08-08,843,0,349548,0,0
A106670,2025-07-08,535,3,154935,0,0
A106671,2023-04-28,845,1,289776,0,0
A106672,2025-09-29,804,4,123228,1,0
A106673,2025-04-29,850,2,379073,0,0
A106673,2025-03-30,790,5,286046,2,0
A106674,2022-10-07,734,2,365311,1,0
A106675,2023-10-18,850,4,206263,1,0
A106677,2025-10-18,850,2,493474,0,0
A106678,2022-07-07,632,2,154213,0,0
A106679,2024-02-13,850,3,267433,1,0
A106680,2023-01-11,850,1,109783,0,0
A106680,2022-12-12,850,2,303224,1,0
