account_id,application_date,product_code,loan_amount,term_months,interest_rate,instalment,customer_age,employment_status,monthly_income,months_at_address,months_since_last_enquiry,province,income_verified
A105927,2025-01-21,CC,50703,0,0.2081,0,39,1,15718,106,12,Nonthaburi,Y
A105928,2022-02-26,PL,107577,24,0.2257,6505,36,1,22058,33,7,Udon Thani,
A105929,2025-05-31,HP,297456,60,0.1634,9007,37,1,16029,67,13,Samut Prakan,Y
A105930,2024-01-18,PL,116992,24,0.2148,6968,36,9,,12,3,Khon Kaen,
A105931,2022-01-12,PL,63407,24,0.1761,3572,50,2,64543,152,7,Chiang Mai,
A105932,2025-09-02,PL,46759,24,0.1831,2661,27,1,25704,16,999,Bangkok,N
A105933,2025-12-10,HP,486135,36,0.2436,23372,34,9,,58,24,Samut Prakan,Y
A105934,2024-08-18,HP,301943,48,0.2401,12331,42,9,,86,999,Songkhla,Y
A105935,2023-05-17,PL,183492,12,0.2538,19171,31,3,16451,3,14,Nakhon Ratchasima,
A105936,2022-12-18,PL,195821,48,0.2378,7960,32,1,,12,15,Chiang Mai,
A105937,2022-04-07,PL,88849,36,0.1215,3367,38,2,19404,62,5,Nakhon Ratchasima,
A105938,2025-05-09,HP,580311,72,0.1922,17354,66,1,17516,141,20,Khon Kaen,N
A105939,2024-03-09,HP,674970,60,0.1055,17183,33,1,18645,141,3,Songkhla,
A105940,2023-04-16,CC,84416,0,0.2477,0,52,3,,34,0,Nonthaburi,
A105941,2022-05-01,PL,73646,48,0.277,3234,22,1,54076,97,13,Bangkok,
A105942,2025-06-15,PL,103214,36,0.2682,5173,52,1,30755,1,6,Samut Prakan,N
A105943,2024-11-28,PL,92977,48,0.1997,3484,34,9,26777,93,12,Nonthaburi,Y
A105944,2024-12-12,CC,14830,0,0.1078,0,41,2,46936,39,6,Khon Kaen,N
A105945,2022-02-25,PL,116039,24,0.167,6449,29,2,11174,3,2,Samut Prakan,
A105946,2022-02-04,PL,133571,24,0.2572,8428,49,1,12418,13,999,Bangkok,
A105947,2024-04-26,PL,59200,48,0.179,2116,59,2,,38,4,Samut Prakan,N
A105948,2023-07-21,PL,165491,24,0.0923,8168,31,3,29147,69,9,Ubon Ratchathani,
A105949,2024-07-09,HP,101910,48,0.1505,3401,47,1,12053,25,6,Chonburi,Y
A105950,2023-03-31,HP,251801,48,0.2015,9474,31,1,18885,48,2,Chonburi,
A105951,2022-08-01,CC,42798,0,0.1276,0,37,1,36138,33,15,Bangkok,
A105952,2025-03-23,CC,36449,0,0.0,0,20,3,23458,47,7,Samut Prakan,Y
A105953,2022-10-27,PL,393813,12,0.2255,40218,20,3,31035,11,14,Bangkok,
A105954,2024-03-23,HP,95877,60,0.1077,2458,53,2,,15,999,Chonburi,
A105955,2024-01-31,CC,84666,0,0.1941,0,30,2,9352,102,5,Bangkok,
A105956,2022-01-27,HP,168659,48,0.2096,6459,32,3,43727,77,18,Ubon Ratchathani,
A105957,2025-03-18,HP,322001,36,0.2737,16288,45,1,50549,22,999,Udon Thani,Y
A105958,2025-08-17,CC,82440,0,0.1883,0,24,1,,61,3,Bangkok,Y
A105959,2023-04-12,PL,72422,12,0.096,6614,39,1,9000,91,5,Chonburi,
A105960,2024-12-15,PL,102700,12,0.251,10706,24,1,,15,12,Chonburi,N
A105961,2024-07-27,PL,106116,36,0.1526,4297,40,2,42953,70,17,Bangkok,Y
A105962,2025-06-24,PL,107856,24,0.2202,6473,60,1,16137,44,21,Songkhla,Y
A105963,2022-06-08,HP,364602,72,0.2145,11581,21,1,29451,91,29,Khon Kaen,
A105964,2022-03-22,HP,214466,36,0.1586,8791,33,2,,44,1,Rayong,
A105965,2025-05-07,CC,93239,0,0.236,0,28,1,21428,106,18,Bangkok,Y
A105966,2024-02-07,PL,89344,36,0.0931,3174,36,9,,57,25,Phuket,
A105967,2023-11-30,HP,379294,72,0.1703,10650,38,1,41230,4,0,Nakhon Ratchasima,
A105968,2022-11-30,PL,128096,12,0.1345,12110,20,1,36736,117,8,Rayong,
A105969,2025-07-23,PL,131264,36,0.0956,4691,37,1,12466,98,3,Nonthaburi,Y
A105970,2024-02-12,HP,278980,36,0.199,12375,39,1,36102,24,3,Nonthaburi,
A105971,2024-11-08,CC,54253,0,0.1654,0,34,1,,59,999,Samut Prakan,Y
A105972,2025-10-24,PL,250153,48,0.2109,9607,31,1,17263,62,6,Phuket,Y
A105973,2024-06-19,PL,195460,12,0.0939,17817,20,1,41914,10,0,Khon Kaen,Y
A105974,2022-08-31,PL,181832,12,0.2374,18749,24,3,26474,12,14,Rayong,
A105975,2025-04-06,PL,384323,36,0.1136,14313,33,3,41434,39,16,Chiang Mai,N
A105976,2023-09-16,PL,174692,12,0.1011,16029,21,1,13660,75,17,Rayong,
A105977,2024-03-07,CC,25645,0,0.1872,0,50,3,40717,14,8,Ubon Ratchathani,
A105978,2025-06-02,PL,108467,48,0.2235,4279,26,1,64814,29,11,Chiang Mai,Y
A105979,2022-03-07,PL,82308,24,0.1213,4261,45,2,,76,17,Samut Prakan,
A105980,2023-06-19,PL,100897,12,0.2707,10684,50,3,,40,21,Nakhon Ratchasima,
A105981,2023-01-20,HP,163155,72,0.256,5746,36,1,29118,89,3,Phuket,
A105982,2025-06-26,HP,330428,72,0.1326,8240,45,2,,108,13,Songkhla,N
A105983,2025-08-10,PL,137033,36,0.2794,6997,42,2,46363,2,23,Khon Kaen,Y
A105984,2023-10-04,HP,277418,48,0.1703,9716,32,1,14369,75,12,Khon Kaen,
A105985,2023-07-01,HP,427731,60,0.1851,13726,47,2,,42,5,Khon Kaen,
A105986,2023-03-28,HP,234759,36,0.2387,11190,33,1,35408,52,1,Songkhla,
A105987,2024-01-09,HP,344621,72,0.1432,8898,38,1,49544,98,10,Ubon Ratchathani,
A105988,2025-09-13,PL,38630,24,0.2445,2396,30,1,23799,17,3,Nonthaburi,Y
A105989,2024-01-31,HP,242163,48,0.2362,9811,53,1,29431,55,999,Chiang Mai,
A105990,2025-01-30,PL,180423,12,0.1314,17010,33,1,,83,12,Nakhon Ratchasima,Y
A105991,2025-06-16,HP,202596,60,0.1362,5676,20,1,83599,72,17,Songkhla,Y
A105992,2025-03-02,HP,581234,72,0.101,12964,65,1,65974,57,0,Chonburi,N
A105993,2025-01-30,PL,194282,12,0.1931,19316,36,3,47294,108,8,Chiang Mai,Y
A105994,2025-09-15,CC,91067,0,0.1925,0,42,2,,75,4,Nakhon Ratchasima,N
A105995,2022-08-07,HP,510141,60,0.1348,14232,44,3,22844,0,10,Samut Prakan,
A105996,2024-12-30,HP,330670,48,0.1578,11237,47,1,31628,63,18,Chonburi,N
A105997,2024-10-11,HP,235139,72,0.2235,7645,49,2,,82,9,Nonthaburi,Y
A105998,2023-02-14,HP,194076,60,0.1971,6422,50,3,17242,58,7,Songkhla,
A105999,2025-03-07,CC,45098,0,0.0,0,33,1,33283,71,15,Udon Thani,Y
A106000,2024-08-18,HP,538616,72,0.1935,16165,45,1,28111,83,12,Rayong,Y
A106001,2023-11-14,HP,100693,36,0.273,5087,48,1,45701,69,4,Songkhla,
A106002,2023-04-14,CC,42017,0,0.2244,0,27,3,52393,61,18,Udon Thani,
A106003,2024-11-25,PL,294848,24,0.1615,16253,39,3,35543,11,14,Nakhon Ratchasima,Y
A106004,2025-06-07,CC,59919,0,0.1628,0,40,2,41531,10,11,Songkhla,Y
A106005,2024-02-09,PL,66809,48,0.2716,2903,29,1,27426,14,7,Chonburi,
A106006,2022-06-24,CC,71173,0,0.0932,0,20,3,19348,108,9,Chiang Mai,
A106007,2024-08-16,PL,220749,36,0.1455,8808,36,1,,38,999,Nakhon Ratchasima,Y
A106008,2023-11-11,HP,908727,72,0.1739,25790,44,2,,80,9,Khon Kaen,
A106009,2024-06-07,CC,47453,0,0.0,0,31,1,27650,44,19,Udon Thani,Y
A106010,2025-03-16,HP,174903,36,0.1963,7719,23,1,16140,91,7,Phuket,Y
A106011,2025-11-08,PL,132982,24,0.255,8366,27,1,27904,58,8,Chonburi,Y
A106012,2022-01-30,PL,35123,36,0.1507,1416,52,3,44965,146,999,Udon Thani,
A106013,2023-02-20,PL,145342,48,0.1742,5137,45,1,29335,94,11,Samut Prakan,
A106014,2022-04-29,HP,260544,36,0.0955,9310,26,1,19254,65,14,Nakhon Ratchasima,
A106015,2025-05-11,CC,58450,0,0.2366,0,36,2,,45,15,Chonburi,Y
A106016,2022-11-04,CC,24274,0,0.0,0,38,2,,117,11,Khon Kaen,
A106017,2024-10-12,PL,487334,12,0.1309,45927,44,2,,55,18,Nonthaburi,Y
A106018,2023-11-21,PL,115827,48,0.2518,4843,39,2,73248,66,14,Udon Thani,
A106019,2025-05-10,CC,30611,0,0.1859,0,36,3,26420,15,19,Phuket,Y
A106020,2022-06-24,HP,255536,60,0.1864,8228,20,2,,88,15,Phuket,
A106021,2022-01-21,PL,303005,12,0.2018,30345,43,1,20841,55,15,Khon Kaen,
A106022,2024-10-15,HP,655803,48,0.1388,21248,41,2,54115,1,5,Samut Prakan,N
A106023,2023-02-13,PL,154428,48,0.1389,5004,43,1,37390,86,999,Khon Kaen,
A106024,2023-12-22,PL,70026,36,0.213,3188,23,1,,1,2,Chiang Mai,
A106025,2024-01-20,HP,295079,72,0.2237,9599,20,1,38721,124,6,Bangkok,
A106026,2024-05-20,PL,130401,12,0.2264,13326,33,1,61050,102,24,Rayong,Y
A106027,2024-09-27,PL,292147,48,0.2086,11164,20,1,32797,89,4,Phuket,Y
A106028,2023-02-15,PL,26744,48,0.2737,1167,44,2,,40,999,Chiang Mai,
A106029,2024-04-26,CC,33727,0,0.1057,0,32,1,36171,33,9,Chonburi,N
A106030,2022-07-10,HP,112530,60,0.1267,3063,39,2,44813,124,14,Phuket,
A106031,2023-07-08,CC,28078,0,0.2081,0,33,1,27966,44,5,Udon Thani,
A106032,2022-07-30,PL,145661,36,0.1692,6099,33,1,24458,108,8,Chiang Mai,
A106033,2022-06-29,CC,44961,0,0.2114,0,39,1,30139,64,4,Phuket,
A106034,2024-10-21,HP,170969,60,0.1765,5364,36,3,,27,10,Bangkok,N
A106035,2024-10-12,HP,377915,72,0.2317,12545,38,1,23153,70,5,Ubon Ratchathani,N
A106036,2024-02-14,PL,180482,36,0.1192,6806,36,2,,50,12,Nonthaburi,
A106037,2024-09-29,PL,199862,36,0.1757,8478,27,2,48315,44,7,Chiang Mai,N
A106038,2023-07-23,PL,213289,12,0.1053,19645,34,3,27313,26,5,Nakhon Ratchasima,
A106039,2024-07-07,HP,431605,36,0.138,16952,52,1,29910,7,1,Udon Thani,Y
A106040,2025-07-10,HP,398691,36,0.176,16922,43,2,16235,31,8,Khon Kaen,Y
A106041,2024-03-22,HP,304780,60,0.2705,11949,41,3,40257,128,15,Songkhla,
A106042,2024-03-10,HP,190254,48,0.1282,5996,48,1,29981,72,17,Nonthaburi,
A106043,2024-05-20,HP,757158,36,0.1178,28464,30,3,,57,999,Rayong,N
A106044,2023-09-29,PL,94959,36,0.2504,4619,44,1,10825,97,1,Nakhon Ratchasima,
A106045,2022-01-05,CC,23428,0,0.186,0,25,3,,58,12,Chiang Mai,
A106046,2025-09-04,PL,87342,36,0.1227,3319,25,1,,56,7,Rayong,Y
A106047,2025-09-10,HP,244045,36,0.1644,10122,32,1,36064,22,20,Rayong,Y
A106048,2023-01-04,PL,108150,12,0.2645,11396,40,2,,53,15,Chonburi,
A106049,2025-12-14,PL,169602,24,0.1282,8878,33,2,,0,21,Nakhon Ratchasima,Y
A106050,2025-04-10,PL,179541,48,0.2558,7567,35,3,,30,9,Samut Prakan,N
A106051,2025-02-16,CC,24477,0,0.0901,0,47,2,19828,32,13,Udon Thani,Y
A106052,2022-09-08,PL,137887,48,0.2531,5780,36,2,22617,15,4,Chonburi,
A106053,2024-11-15,HP,387030,72,0.1648,10690,36,1,13753,8,18,Nonthaburi,Y
A106054,2023-09-06,HP,415213,60,0.1345,11574,32,3,,55,20,Samut Prakan,
A106055,2022-01-05,HP,229444,48,0.1848,8313,38,2,40888,77,2,Bangkok,
A106056,2023-01-08,HP,535358,60,0.1686,16444,28,1,20509,58,16,Phuket,
A106057,2025-10-15,CC,84965,0,0.2405,0,30,3,,49,3,Bangkok,Y
A106058,2022-05-16,PL,361022,24,0.1578,19790,39,1,30909,43,17,Khon Kaen,
A106059,2022-10-24,PL,112624,24,0.1623,6215,48,1,33071,67,3,Phuket,
A106060,2022-09-05,PL,59324,48,0.13,1878,39,9,51409,56,999,Songkhla,
A106061,2025-11-12,PL,88867,48,0.1882,3245,23,1,27426,67,999,Chonburi,Y
A106062,2025-05-06,CC,55232,0,0.1118,0,35,1,34636,118,9,Chiang Mai,Y
A106063,2025-08-03,PL,64496,24,0.2799,4191,54,2,,70,16,Songkhla,Y
A106064,2025-10-01,HP,551733,48,0.1527,18515,35,1,23434,33,3,Ubon Ratchathani,Y
A106065,2022-03-27,HP,393298,72,0.2446,13479,20,3,31649,33,10,Samut Prakan,
A106066,2025-01-28,HP,370633,72,0.1419,9530,31,1,,27,11,Nonthaburi,Y
A106067,2022-11-14,HP,233684,48,0.1352,7501,40,1,21029,23,15,Phuket,
A106068,2023-01-14,PL,223445,24,0.1464,12036,21,1,26829,136,10,Nonthaburi,
A106069,2022-04-05,PL,101453,24,0.119,5233,20,3,31106,82,15,Ubon Ratchathani,
A106070,2022-01-25,CC,36823,0,0.0979,0,43,1,15419,73,8,Chiang Mai,
A106071,2024-11-22,PL,135584,12,0.099,12417,44,1,76351,88,5,Udon Thani,Y
A106072,2022-03-23,HP,934260,72,0.0974,20558,46,1,45026,118,6,Ubon Ratchathani,
A106073,2023-08-19,HP,336493,36,0.1712,14147,35,1,30604,95,24,Chiang Mai,
A106074,2024-09-10,PL,147805,36,0.2303,6942,42,2,,37,15,Rayong,Y
A106075,2022-05-01,PL,173569,24,0.2231,10458,30,1,22764,36,1,Phuket,
A106076,2023-05-29,CC,45719,0,0.2151,0,53,1,15193,51,999,Phuket,
A106077,2023-07-21,HP,332626,60,0.1296,9136,33,1,33142,34,12,Chonburi,
A106078,2023-05-09,HP,380140,60,0.2417,13992,40,1,60575,78,22,Nonthaburi,
A106079,2025-05-28,PL,321301,24,0.2275,19478,30,2,,76,12,Ubon Ratchathani,N
A106080,2025-07-21,PL,110997,24,0.1527,6037,26,2,30634,44,9,Ubon Ratchathani,N
A106081,2023-10-29,PL,75999,36,0.1292,2929,43,1,16799,37,0,Ubon Ratchathani,
A106082,2024-06-07,HP,178745,48,0.1105,5369,51,1,25766,73,6,Nonthaburi,Y
A106083,2024-01-16,PL,50487,12,0.179,4960,43,2,38185,17,0,Nonthaburi,
A106084,2023-07-17,PL,207795,36,0.1579,8506,33,3,56738,90,3,Nakhon Ratchasima,
A106085,2023-01-04,PL,53475,24,0.1238,2779,30,1,20008,135,17,Rayong,
A106086,2024-01-17,HP,67746,60,0.1042,1717,52,3,25476,64,15,Songkhla,
A106087,2024-05-23,HP,405033,48,0.2258,16059,20,1,32419,70,18,Chiang Mai,N
A106088,2022-05-24,HP,503348,72,0.1242,12200,31,3,48462,98,9,Nonthaburi,
A106089,2022-04-13,CC,137415,0,0.2222,0,26,1,30444,4,7,Rayong,
A106090,2023-08-03,HP,321228,48,0.1675,11176,30,1,17517,3,5,Nakhon Ratchasima,
A106091,2022-11-12,PL,73821,36,0.0925,2619,36,1,43480,77,10,Rayong,
A106092,2022-09-28,CC,26631,0,0.1001,0,52,1,102008,20,7,Chiang Mai,
A106093,2023-03-17,PL,219217,36,0.0958,7839,35,1,22771,74,1,Phuket,
A106094,2024-06-24,CC,47353,0,0.093,0,26,1,23893,19,4,Chonburi,Y
A106095,2023-01-25,PL,141444,24,0.2162,8441,20,1,,73,12,Khon Kaen,
A106096,2024-07-17,HP,496913,48,0.2301,19880,22,3,27839,93,28,Udon Thani,N
A106097,2023-11-12,HP,282154,60,0.1694,8685,25,1,28943,118,10,Ubon Ratchathani,
A106098,2023-04-25,CC,22495,0,0.2609,0,37,1,28290,165,21,Nakhon Ratchasima,
A106099,2022-07-12,HP,369032,48,0.2008,13863,30,1,,78,2,Songkhla,
A106100,2024-04-10,PL,165281,12,0.1648,16043,38,3,9134,45,13,Rayong,Y
A106101,2025-07-05,HP,150424,36,0.2012,6700,32,3,24711,42,14,Chiang Mai,N
A106102,2025-05-02,HP,232112,48,0.2224,9137,43,3,18101,178,17,Songkhla,Y
A106103,2024-03-22,CC,54112,0,0.1034,0,51,1,,4,8,Ubon Ratchathani,
A106104,2024-01-22,PL,95585,36,0.2235,4435,46,1,15658,89,5,Rayong,
A106105,2025-08-28,HP,408356,72,0.1136,9537,31,3,19865,11,13,Khon Kaen,Y
A106106,2023-06-25,PL,48854,24,0.2247,2950,39,3,25085,8,19,Rayong,
A106107,2023-06-14,HP,437759,48,0.1061,12990,46,1,,26,12,Bangkok,
A106108,2025-05-17,CC,36353,0,0.121,0,30,1,26648,105,999,Bangkok,N
A106109,2025-11-21,HP,305586,48,0.2268,12141,27,1,51497,65,999,Chiang Mai,Y
A106110,2023-12-24,HP,202499,48,0.2006,7603,27,1,31122,26,14,Chonburi,
A106111,2023-01-02,HP,579394,48,0.0904,16435,34,2,,14,23,Khon Kaen,
A106112,2024-03-22,PL,78956,12,0.2326,8110,25,2,16349,56,8,Phuket,
A106113,2022-07-11,PL,28463,24,0.1099,1446,21,1,25770,25,9,Phuket,
A106114,2025-02-18,HP,161423,36,0.1829,6944,32,2,,16,2,Nakhon Ratchasima,Y
A106115,2023-10-24,PL,94016,36,0.1019,3409,33,1,29344,6,4,Songkhla,
A106116,2022-08-03,HP,153552,60,0.2341,5554,45,1,,82,9,Phuket,
A106117,2022-12-23,PL,202975,36,0.2138,9254,34,3,38147,112,20,Nonthaburi,
A106118,2023-12-01,HP,384307,60,0.1996,12797,52,2,,35,999,Khon Kaen,
A106119,2022-02-15,PL,107840,12,0.1991,10775,36,1,50352,111,999,Nonthaburi,
A106120,2023-04-01,PL,137274,12,0.2143,13890,46,3,26095,68,9,Rayong,
A106121,2022-12-23,HP,284511,72,0.1764,8133,33,1,31926,95,9,Samut Prakan,
A106122,2024-08-10,PL,119166,24,0.1938,6889,33,1,,127,8,Nakhon Ratchasima,Y
A106123,2022-07-03,CC,30042,0,0.1216,0,53,1,18498,18,4,Khon Kaen,
A106124,2022-07-28,PL,148730,36,0.0905,5253,45,1,49059,20,2,Samut Prakan,
A106125,2022-04-10,HP,147047,72,0.2468,5066,26,1,9000,106,999,Songkhla,
A106126,2025-12-01,CC,23766,0,0.131,0,37,3,24637,132,15,Udon Thani,N
A106127,2022-12-22,CC,38265,0,0.121,0,26,1,16111,76,2,Rayong,
A106128,2024-11-14,PL,121587,36,0.1246,4639,31,1,16677,68,4,Nakhon Ratchasima,Y
A106129,2024-07-28,PL,51124,24,0.1981,2974,34,3,27817,49,0,Chiang Mai,Y
A106130,2025-02-04,PL,89904,36,0.2326,4239,32,3,14337,117,999,Nakhon Ratchasima,Y
A106131,2022-07-11,PL,147676,24,0.1073,7473,25,1,,53,999,Khon Kaen,
A106132,2023-12-14,PL,208287,36,0.2712,10493,28,1,18276,26,1,Chiang Mai,
A106133,2022-05-02,CC,85359,0,0.2176,0,48,1,30621,100,6,Chonburi,
A106134,2023-12-21,PL,122272,48,0.1477,4052,40,1,57497,47,4,Chiang Mai,
A106135,2025-11-26,PL,70146,36,0.233,3310,54,1,11825,33,3,Samut Prakan,N
A106136,2024-07-12,PL,76192,12,0.272,8076,20,1,21785,62,5,Ubon Ratchathani,Y
A106137,2022-09-27,HP,137421,72,0.2644,4936,39,9,,56,17,Ubon Ratchathani,
A106138,2024-09-03,HP,924033,36,0.2621,45850,32,2,,72,6,Phuket,N
A106139,2023-02-13,CC,81713,0,0.1783,0,35,1,32884,140,7,Songkhla,
A106140,2023-06-12,PL,122318,48,0.1545,4123,38,1,13545,124,15,Ubon Ratchathani,
A106141,2024-12-16,HP,317266,72,0.1014,7087,23,1,15609,97,999,Bangkok,Y
A106142,2022-05-16,HP,110359,36,0.2118,5013,55,2,,0,19,Chiang Mai,
A106143,2023-03-10,PL,58634,36,0.1552,2387,37,1,27194,83,6,Rayong,
A106144,2023-04-07,HP,433681,48,0.2238,17123,28,3,36288,44,5,Samut Prakan,
A106145,2022-12-26,PL,77185,24,0.1839,4398,20,2,,64,3,Nonthaburi,
A106146,2025-09-25,PL,38153,12,0.2527,3982,54,1,16327,65,8,Chiang Mai,Y
A106147,2023-05-02,CC,43900,0,0.1541,0,26,1,25898,79,9,Rayong,
A106148,2024-04-23,CC,92405,0,0.2691,0,28,1,9000,39,13,Nonthaburi,Y
A106149,2025-07-25,PL,179286,24,0.2479,11173,36,2,,43,14,Rayong,Y
A106150,2022-04-13,CC,78168,0,0.1897,0,41,1,38790,79,12,Nonthaburi,
A106151,2024-10-26,PL,117029,12,0.2392,12085,49,1,,93,12,Bangkok,Y
A106152,2023-05-15,PL,156553,12,0.2068,15744,35,2,,86,999,Chiang Mai,
A106153,2024-10-02,PL,37055,24,0.1723,2076,36,3,31888,77,3,Udon Thani,N
A106154,2025-04-21,HP,626699,48,0.2687,27089,40,3,27684,50,4,Ubon Ratchathani,Y
A106155,2022-04-02,PL,183763,24,0.2019,10748,41,1,26373,128,4,Khon Kaen,
A106156,2024-11-22,CC,14422,0,0.2114,0,39,1,20625,84,5,Chonburi,Y
A106157,2024-09-21,HP,246225,48,0.1808,8839,38,2,,97,13,Nakhon Ratchasima,Y
A106158,2023-02-08,HP,219636,36,0.2741,11117,34,1,34043,95,1,Samut Prakan,
A106159,2023-05-30,HP,829755,36,0.1446,33047,37,1,24904,117,1,Bangkok,
A106160,2022-05-06,HP,753603,72,0.237,25350,46,3,41062,96,999,Udon Thani,
A106161,2023-09-09,HP,267795,60,0.1346,7467,48,1,51005,74,15,Nakhon Ratchasima,
A106162,2022-10-21,PL,81479,12,0.1016,7479,47,9,,153,20,Songkhla,
A106163,2022-08-05,CC,88189,0,0.2344,0,43,2,,56,15,Ubon Ratchathani,
A106164,2024-12-25,HP,443119,36,0.2448,21348,31,1,40522,110,11,Rayong,Y
A106165,2023-06-29,HP,296869,36,0.1875,12884,39,1,23804,47,3,Samut Prakan,
A106166,2023-06-30,PL,54021,12,0.1283,5079,40,3,48359,9,11,Chiang Mai,
A106167,2025-08-11,PL,58912,36,0.1625,2434,43,1,47479,58,26,Bangkok,Y
A106168,2025-08-25,HP,255548,48,0.1668,8876,42,1,44704,75,999,Samut Prakan,Y
A106169,2024-10-17,HP,678694,72,0.1082,15545,31,1,32527,32,9,Nakhon Ratchasima,N
A106170,2023-12-02,PL,431323,36,0.2601,21330,27,2,24955,57,999,Chiang Mai,
A106171,2025-03-28,CC,53456,0,0.142,0,61,9,,116,7,Ubon Ratchathani,N
A106172,2025-11-04,PL,160501,48,0.28,7088,38,2,31237,139,21,Rayong,Y
A106173,2024-06-22,PL,53440,36,0.2105,2421,31,1,27222,58,1,Samut Prakan,N
A106174,2025-12-25,PL,114890,36,0.1835,4948,37,3,,9,13,Chonburi,Y
A106175,2024-11-28,HP,797819,36,0.1138,29727,48,2,43443,25,27,Rayong,Y
A106176,2025-06-07,PL,269084,36,0.2421,12903,39,2,19581,33,17,Rayong,Y
A106177,2025-06-29,PL,174272,36,0.2658,8701,37,1,40628,73,21,Nakhon Ratchasima,Y
A106178,2023-04-04,HP,164217,36,0.1762,6972,39,1,86159,33,2,Khon Kaen,
A106179,2024-08-18,PL,153867,48,0.2155,5968,34,1,,93,999,Ubon Ratchathani,N
A106180,2024-12-08,HP,117109,48,0.211,4498,37,1,35731,30,14,Nonthaburi,N
A106181,2025-03-10,PL,399210,48,0.1196,12295,35,1,43505,70,16,Chiang Mai,Y
A106182,2022-04-08,CC,36631,0,0.1496,0,56,1,38777,44,1,Nakhon Ratchasima,
A106183,2023-09-06,CC,28616,0,0.1376,0,34,1,,48,15,Samut Prakan,
A106184,2025-05-04,PL,95012,24,0.1581,5210,37,2,,42,10,Bangkok,N
A106185,2023-03-27,HP,578046,72,0.137,14627,40,1,72771,85,0,Nonthaburi,
A106186,2024-04-11,PL,120306,36,0.1817,5163,49,1,38018,48,5,Bangkok,Y
A106187,2022-06-17,CC,43126,0,0.1776,0,49,3,19514,64,22,Bangkok,
A106188,2024-11-02,CC,41066,0,0.0,0,55,1,49494,0,999,Nonthaburi,N
A106189,2025-01-18,CC,28894,0,0.0,0,43,1,15417,45,8,Songkhla,Y
A106190,2023-09-14,CC,30824,0,0.1438,0,44,2,64237,77,22,Nonthaburi,
A106191,2022-03-06,PL,65113,12,0.2066,6547,52,2,,35,20,Udon Thani,
A106192,2024-11-24,CC,28440,0,0.1382,0,43,1,82908,33,999,Chiang Mai,Y
A106193,2025-12-12,PL,69484,48,0.1433,2277,20,1,46788,8,999,Samut Prakan,Y
A106194,2025-04-07,PL,74623,12,0.1153,6935,41,2,,33,4,Chiang Mai,Y
A106195,2022-02-27,HP,432954,48,0.1904,15889,35,1,26284,22,3,Nakhon Ratchasima,
A106196,2025-12-28,CC,58616,0,0.0,0,33,1,28127,121,15,Bangkok,N
A106197,2022-11-21,CC,70268,0,0.1178,0,43,2,,42,15,Phuket,
A106198,2023-07-01,CC,34383,0,0.2292,0,39,2,,30,10,Khon Kaen,
A106199,2025-06-17,HP,176496,48,0.129,5574,22,1,,8,18,Songkhla,N
A106200,2024-01-21,CC,58107,0,0.2167,0,42,3,29614,19,13,Phuket,
A106201,2022-02-06,HP,229592,36,0.125,8769,37,2,,88,999,Khon Kaen,
A106202,2022-04-25,PL,82401,48,0.2038,3116,38,1,,20,12,Udon Thani,
A106203,2025-12-03,CC,10904,0,0.0,0,32,1,33847,30,999,Nakhon Ratchasima,N
A106204,2023-11-07,HP,293724,36,0.2105,13311,20,2,27071,47,6,Ubon Ratchathani,
A106205,2024-07-20,HP,131162,72,0.1405,3357,33,2,,132,14,Rayong,Y
A106206,2025-10-23,PL,77767,36,0.2791,3968,40,1,42339,51,3,Samut Prakan,Y
A106207,2023-11-16,PL,230978,24,0.1309,12143,35,3,43226,30,8,Bangkok,
A106208,2022-07-02,HP,118834,60,0.2725,4679,40,1,32171,61,3,Nonthaburi,
A106209,2024-07-19,PL,207665,12,0.2087,20917,41,3,44955,128,4,Songkhla,Y
A106210,2025-07-13,PL,48397,24,0.2208,2907,20,2,,34,10,Samut Prakan,N
A106211,2024-03-15,CC,62827,0,0.1956,0,20,1,42026,38,3,Samut Prakan,
A106212,2022-10-13,CC,27647,0,0.178,0,48,1,14501,33,5,Ubon Ratchathani,
A106213,2024-03-04,HP,636025,48,0.271,27614,20,1,25888,9,20,Chonburi,
A106214,2025-04-20,CC,46160,0,0.2263,0,26,1,22479,19,13,Bangkok,Y
A106215,2024-07-11,PL,69206,24,0.2742,4464,60,1,29320,47,0,Chonburi,Y
A106216,2023-12-11,HP,219390,60,0.2779,8737,62,1,23701,63,6,Bangkok,
A106217,2024-03-31,HP,432055,60,0.2311,15521,42,1,24015,202,4,Chonburi,
A106218,2024-02-05,PL,140585,24,0.2324,8580,31,2,50731,83,35,Bangkok,
A106219,2023-11-13,HP,133307,48,0.1634,4592,41,1,29099,14,17,Bangkok,
A106220,2024-03-16,PL,96939,36,0.092,3435,37,3,26684,134,12,Songkhla,
A106221,2025-03-02,HP,307517,48,0.2395,12544,37,9,,82,0,Phuket,Y
A106222,2024-04-02,PL,120794,48,0.161,4137,44,1,37453,115,999,Ubon Ratchathani,N
A106223,2024-05-30,HP,673106,36,0.2789,34341,27,1,34396,76,12,Nakhon Ratchasima,Y
A106224,2022-03-10,HP,261511,36,0.2075,11786,38,1,,73,999,Khon Kaen,
A106225,2024-09-13,HP,330243,36,0.1311,12781,25,2,,64,13,Khon Kaen,Y
